"","numid|f","X|f","Word|s","Unnamed|f","FREQcount|f","Cdcount|f","FREQlow|f","Cdlow|f","SUBLTLWF|f","Lg10WF|f","SUBTLCD|f","Lg10CD|f","Dom_PoS_SUBTLEX|f","Freq_dom_PoS_SUBTLEX|f","Percentage_dom_PoS|f","Zipfvalue|f","cmu_sylls|f","BF_TP|f","LEN_L|f","N|f","Zipfvalue_incl|f","Zipfvalue_cat|s"
"414",976,975,"axe",4155,249,152,229,146,4.882352941,2.397940009,1.812112542,2.184691431,"Noun",234,0.943548387,3.689774151,1,1,3,8,1,"high"
"415",8152,8151,"heap",29872,249,210,240,205,4.882352941,2.397940009,2.503576538,2.324282455,"Noun",218,0.882591093,3.689774151,1,31.67,4,8,1,"high"
"416",9992,9991,"lid",37154,251,219,247,217,4.921568627,2.401400541,2.610872675,2.342422681,"Noun",250,1,3.693234683,1,6.5,3,13,1,"high"
"417",14124,14123,"quiz",51844,252,155,226,144,4.941176471,2.403120521,1.847877921,2.193124598,"Noun",231,0.920318725,3.694954663,1,4.33,4,3,1,"high"
"418",16099,16098,"sketch",59475,252,159,242,154,4.941176471,2.403120521,1.895565093,2.204119983,"Noun",200,0.793650794,3.694954663,1,16.2,6,0,1,"high"
"419",12523,12522,"par",46203,253,159,235,145,4.960784314,2.404833717,1.895565093,2.204119983,"Noun",227,0.900793651,3.696667859,1,9.5,3,18,1,"high"
"420",16231,16230,"slug",59984,253,189,228,177,4.960784314,2.404833717,2.253218884,2.278753601,"Noun",182,0.719367589,3.696667859,1,15,4,8,1,"high"
"421",8249,8248,"herb",30219,254,134,78,61,4.980392157,2.40654018,1.597520267,2.130333768,"Noun",247,0.98015873,3.698374323,1,16,4,6,1,"high"
"422",18026,18025,"torch",66889,254,196,220,176,4.980392157,2.40654018,2.336671435,2.294466226,"Noun",252,0.992125984,3.698374323,1,40.75,5,2,1,"high"
"423",6674,6673,"flick",24817,257,137,150,122,5.039215686,2.411619706,1.633285646,2.139879086,"Noun",121,0.470817121,3.703453848,1,37,5,4,1,"high"
"424",8565,8564,"hound",31260,257,167,197,134,5.039215686,2.411619706,1.990939437,2.225309282,"Noun",235,0.928853755,3.703453848,1,38,5,7,1,"high"
"425",16785,16784,"stash",62163,257,206,244,201,5.039215686,2.411619706,2.455889366,2.315970345,"Noun",167,0.649805447,3.703453848,1,40.75,5,2,1,"high"
"426",9195,9194,"jade",34553,259,69,98,43,5.078431373,2.414973348,0.82260372,1.84509804,"Noun",259,1,3.70680749,1,13.67,4,4,1,"high"
"427",16055,16054,"sip",59333,260,220,237,201,5.098039216,2.416640507,2.622794468,2.344392274,"Noun",243,0.934615385,3.708474649,1,9,3,19,1,"high"
"428",5377,5376,"drip",19974,261,168,228,165,5.117647059,2.418301291,2.00286123,2.227886705,"Noun",177,0.67816092,3.710135433,1,13.33,4,3,1,"high"
"429",8389,8388,"hog",30701,261,194,234,179,5.117647059,2.418301291,2.312827849,2.290034611,"Noun",205,0.788461538,3.710135433,1,7,3,14,1,"high"
"430",18998,18997,"waist",71826,262,220,254,216,5.137254902,2.419955748,2.622794468,2.344392274,"Noun",261,1,3.711789891,1,35.5,5,2,1,"high"
"431",8641,8640,"hunk",31551,263,204,233,199,5.156862745,2.421603927,2.43204578,2.311753861,"Noun",224,0.858237548,3.713438069,1,22.67,4,11,1,"high"
"432",11203,11202,"mode",41203,263,198,236,187,5.156862745,2.421603927,2.360515021,2.298853076,"Noun",254,0.965779468,3.713438069,1,19,4,10,1,"high"
"433",16967,16966,"strap",62830,263,217,221,190,5.156862745,2.421603927,2.587029089,2.338456494,"Noun",190,0.72243346,3.713438069,1,26.25,5,4,1,"high"
"434",17798,17797,"thread",66090,263,210,253,204,5.156862745,2.421603927,2.503576538,2.324282455,"Noun",225,0.855513308,3.713438069,1,33.2,6,1,1,"high"
"435",9817,9816,"leaf",36653,265,217,246,204,5.196078431,2.424881637,2.587029089,2.338456494,"Noun",259,0.977358491,3.716715779,1,27.67,4,7,1,"high"
"436",7423,7422,"globe",27528,266,208,200,166,5.215686275,2.426511261,2.479732952,2.320146286,"Noun",267,1,3.718345404,1,22.75,5,1,1,"high"
"437",8203,8202,"heir",30042,266,168,245,161,5.215686275,2.426511261,2.00286123,2.227886705,"Noun",266,1,3.718345404,1,11.67,4,3,1,"high"
"438",18804,18803,"vibe",71211,266,186,252,183,5.215686275,2.426511261,2.217453505,2.271841607,"Noun",240,0.905660377,3.718345404,1,6,4,4,1,"high"
"439",17722,17721,"text",65747,267,199,251,186,5.235294118,2.428134794,2.372436814,2.301029996,"Noun",267,1,3.719968936,1,7.67,4,4,1,"high"
"440",18156,18155,"trance",67253,268,92,81,65,5.254901961,2.42975228,1.096804959,1.968482949,"Noun",268,1,3.721586422,1,57.8,6,1,1,"high"
"441",5254,5253,"dose",19595,270,202,267,201,5.294117647,2.432969291,2.408202194,2.307496038,"Noun",274,1,3.724803433,1,21.33,4,12,1,"high"
"442",16560,16559,"spice",61349,270,161,181,100,5.294117647,2.432969291,1.919408679,2.209515015,"Noun",233,0.862962963,3.724803433,1,31.5,5,7,1,"high"
"443",1724,1723,"blouse",6707,272,187,254,187,5.333333333,2.436162647,2.229375298,2.274157849,"Noun",272,1,3.727996789,1,36.6,6,0,1,"high"
"444",12784,12783,"peek",46974,272,226,252,220,5.333333333,2.436162647,2.694325227,2.356025857,"Noun",170,0.625,3.727996789,1,24,4,10,1,"high"
"445",506,505,"ant",2393,273,111,200,95,5.352941176,2.437750563,1.323319027,2.049218023,"Noun",249,0.915441176,3.729584705,1,2,3,6,1,"high"
"446",1558,1557,"bin",6111,274,167,208,144,5.37254902,2.439332694,1.990939437,2.225309282,"Noun",231,0.846153846,3.731166836,1,8.5,3,18,1,"high"
"447",12711,12710,"pause",46758,275,205,240,186,5.392156863,2.440909082,2.443967573,2.31386722,"Noun",172,0.625454545,3.732743224,1,36.25,5,2,1,"high"
"448",18962,18961,"vow",71694,276,200,267,195,5.411764706,2.442479769,2.384358608,2.303196057,"Noun",205,0.742753623,3.734313911,1,6.5,3,11,1,"high"
"449",11094,11093,"mint",40797,277,204,201,159,5.431372549,2.444044796,2.43204578,2.311753861,"Noun",169,0.625925926,3.735878938,1,32.67,4,10,1,"high"
"450",19031,19030,"waltz",71924,279,181,231,161,5.470588235,2.447158031,2.15784454,2.260071388,"Noun",184,0.664259928,3.738992173,1,25.75,5,0,1,"high"
"451",1214,1213,"bark",4867,280,207,240,188,5.490196078,2.44870632,2.467811159,2.318063335,"Noun",153,0.542553191,3.740540462,1,36,4,14,1,"high"
"452",16224,16223,"slot",59950,280,204,267,198,5.490196078,2.44870632,2.43204578,2.311753861,"Noun",270,0.974729242,3.740540462,1,21,4,15,1,"high"
"453",19070,19069,"warp",72037,280,68,204,61,5.490196078,2.44870632,0.810681927,1.838849091,"Noun",163,0.59057971,3.740540462,1,32.33,4,10,1,"high"
"454",13663,13662,"prey",50137,281,211,258,202,5.509803922,2.450249108,2.515498331,2.326335861,"Noun",247,0.882142857,3.74208325,1,10.33,4,3,1,"high"
"455",7670,7669,"grid",28386,282,190,267,183,5.529411765,2.451786436,2.265140677,2.281033367,"Noun",282,1,3.743620578,1,14.67,4,5,1,"high"
"456",11336,11335,"moose",41623,282,126,152,88,5.529411765,2.451786436,1.502145923,2.103803721,"Noun",275,0.975177305,3.743620578,1,44.25,5,4,1,"high"
"457",5276,5275,"dove",19669,284,133,171,122,5.568627451,2.45484486,1.585598474,2.127104798,"Noun",197,0.693661972,3.746679002,1,17.33,4,13,1,"high"
"458",10362,10361,"lust",38290,284,211,255,195,5.568627451,2.45484486,2.515498331,2.326335861,"Noun",277,0.961805556,3.746679002,1,24.33,4,12,1,"high"
"459",18787,18786,"vest",71158,284,203,280,199,5.568627451,2.45484486,2.420123987,2.309630167,"Noun",284,1,3.746679002,1,21.33,4,11,1,"high"
"460",5220,5219,"doom",19510,286,173,174,145,5.607843137,2.457881897,2.062470196,2.240549248,"Noun",255,0.897887324,3.749716039,1,28,4,6,1,"high"
"461",11966,11965,"oak",44025,286,187,189,129,5.607843137,2.457881897,2.229375298,2.274157849,"Noun",269,0.93728223,3.749716039,1,3,3,4,1,"high"
"462",12354,12353,"owl",45716,286,137,191,117,5.607843137,2.457881897,1.633285646,2.139879086,"Noun",286,1,3.749716039,1,2,3,3,1,"high"
"463",15430,15429,"scope",57072,286,193,270,182,5.607843137,2.457881897,2.300906056,2.28780173,"Noun",285,1,3.749716039,1,18.5,5,3,1,"high"
"464",16186,16185,"sleeve",59800,286,241,285,241,5.607843137,2.457881897,2.873152122,2.383815366,"Noun",286,1,3.749716039,1,27.6,6,0,1,"high"
"465",17976,17975,"tomb",66719,287,140,250,126,5.62745098,2.459392488,1.669051025,2.149219113,"Noun",286,1,3.75122663,1,17,4,5,1,"high"
"466",15735,15734,"shack",58167,288,196,232,160,5.647058824,2.460897843,2.336671435,2.294466226,"Noun",284,0.982698962,3.752731985,1,43,5,8,1,"high"
"467",4091,4090,"craft",14903,289,206,279,198,5.666666667,2.462397998,2.455889366,2.315970345,"Noun",279,0.965397924,3.75423214,1,37.75,5,3,1,"high"
"468",4215,4214,"crook",15319,289,196,265,186,5.666666667,2.462397998,2.336671435,2.294466226,"Noun",285,1,3.75423214,1,38.75,5,3,1,"high"
"469",15425,15424,"scoop",57060,289,210,245,195,5.666666667,2.462397998,2.503576538,2.324282455,"Noun",183,0.633217993,3.75423214,1,21,5,4,1,"high"
"470",3357,3356,"clip",11978,290,222,257,201,5.68627451,2.463892989,2.646638054,2.348304863,"Noun",183,0.631034483,3.755727131,1,11.33,4,5,1,"high"
"471",17935,17934,"toad",66587,290,130,176,112,5.68627451,2.463892989,1.549833095,2.117271296,"Noun",182,0.627586207,3.755727131,1,22.67,4,5,1,"high"
"472",4306,4305,"cuff",15644,291,237,197,164,5.705882353,2.465382851,2.82546495,2.376576957,"Noun",290,1,3.757216994,1,10.67,4,6,1,"high"
"473",6696,6695,"flood",24908,291,202,225,176,5.705882353,2.465382851,2.408202194,2.307496038,"Noun",171,0.587628866,3.757216994,1,34.75,5,2,1,"high"
"474",4456,4455,"dam",16102,293,124,227,101,5.745098039,2.46834733,1.478302337,2.096910013,"Noun",270,0.931034483,3.760181473,1,6,3,11,1,"high"
"475",7437,7436,"glow",27586,293,232,278,219,5.745098039,2.46834733,2.765855985,2.367355921,"Noun",190,0.650684932,3.760181473,1,14.33,4,4,1,"high"
"476",16577,16576,"spine",61407,293,241,288,237,5.745098039,2.46834733,2.873152122,2.383815366,"Noun",291,1,3.760181473,1,43.75,5,9,1,"high"
"477",19218,19217,"wheat",72589,293,203,224,167,5.745098039,2.46834733,2.420123987,2.309630167,"Noun",290,0.996563574,3.760181473,1,27,5,1,1,"high"
"478",17410,17409,"tab",64645,294,232,258,211,5.764705882,2.469822016,2.765855985,2.367355921,"Noun",279,0.948979592,3.761656158,1,6,3,11,1,"high"
"479",16981,16980,"streak",62865,295,213,253,202,5.784313725,2.471291711,2.539341917,2.330413773,"Noun",275,0.945017182,3.763125853,1,45.4,6,1,1,"high"
"480",18084,18083,"tow",67064,295,196,273,183,5.784313725,2.471291711,2.336671435,2.294466226,"Noun",175,0.593220339,3.763125853,1,10.5,3,19,1,"high"
"481",18301,18300,"troop",67874,296,138,194,119,5.803921569,2.472756449,1.645207439,2.1430148,"Noun",296,1,3.764590591,1,37.5,5,1,1,"high"
"482",18793,18792,"vet",71174,296,193,288,189,5.803921569,2.472756449,2.300906056,2.28780173,"Noun",278,0.939189189,3.764590591,1,7,3,13,1,"high"
"483",7439,7438,"glue",27598,300,220,268,206,5.882352941,2.478566496,2.622794468,2.344392274,"Noun",233,0.776666667,3.770400638,1,10,4,6,1,"high"
"484",14804,14803,"rib",55002,301,214,264,198,5.901960784,2.480006943,2.55126371,2.33243846,"Noun",298,0.990033223,3.771841085,1,5.5,3,11,1,"high"
"485",16151,16150,"slack",59639,302,257,287,251,5.921568627,2.481442629,3.063900811,2.411619706,"Noun",250,0.82781457,3.773276771,1,45.5,5,7,1,"high"
"486",16739,16738,"stamp",62045,302,222,275,206,5.921568627,2.481442629,2.646638054,2.348304863,"Noun",220,0.728476821,3.773276771,1,35,5,3,1,"high"
"487",19367,19366,"wit",73251,302,227,287,219,5.921568627,2.481442629,2.70624702,2.357934847,"Noun",300,1,3.773276771,1,6.5,3,12,1,"high"
"488",12751,12750,"peak",46859,303,215,245,181,5.941176471,2.482873584,2.563185503,2.334453751,"Noun",275,0.907590759,3.774707726,1,28.33,4,11,1,"high"
"489",15370,15369,"scent",56876,304,236,291,228,5.960784314,2.484299839,2.813543157,2.374748346,"Noun",298,0.980263158,3.776133981,1,22.5,5,3,1,"high"
"490",15739,15738,"shade",58176,304,252,283,244,5.960784314,2.484299839,3.004291845,2.403120521,"Noun",295,0.970394737,3.776133981,1,35.25,5,8,1,"high"
"491",2029,2028,"brake",7628,305,196,252,173,5.980392157,2.485721426,2.336671435,2.294466226,"Noun",216,0.722408027,3.777555569,1,38.5,5,4,1,"high"
"492",4499,4498,"dash",16266,308,220,250,201,6.039215686,2.489958479,2.622794468,2.344392274,"Noun",206,0.668831169,3.781792622,1,27,4,10,1,"high"
"493",3387,3386,"cloth",12066,311,236,304,230,6.098039216,2.494154594,2.813543157,2.374748346,"Noun",311,1,3.785988736,1,39.75,5,2,1,"high"
"494",16696,16695,"stack",61943,311,269,279,249,6.098039216,2.494154594,3.206962327,2.431363764,"Noun",221,0.710610932,3.785988736,1,44,5,10,1,"high"
"495",4716,4715,"den",17216,312,219,258,203,6.117647059,2.495544338,2.610872675,2.342422681,"Noun",292,0.938906752,3.78737848,1,6.5,3,14,1,"high"
"496",13086,13085,"pinch",48167,312,261,277,233,6.117647059,2.495544338,3.111587983,2.418301291,"Noun",158,0.506410256,3.78737848,1,45.75,5,5,1,"high"
"497",15339,15338,"scam",56758,313,225,308,224,6.137254902,2.496929648,2.682403433,2.354108439,"Noun",277,0.887820513,3.78876379,1,8,4,8,1,"high"
"498",6264,6263,"fare",23552,314,248,289,242,6.156862745,2.498310554,2.956604673,2.396199347,"Noun",233,0.746794872,3.790144696,1,39.33,4,17,1,"high"
"499",4172,4171,"crib",15174,316,212,305,211,6.196078431,2.501059262,2.527420124,2.328379603,"Noun",296,0.942675159,3.792893404,1,9.33,4,1,1,"high"
"500",13088,13087,"pine",48180,316,211,210,160,6.196078431,2.501059262,2.515498331,2.326335861,"Noun",269,0.856687898,3.792893404,1,34.33,4,18,1,"high"
"501",16716,16715,"stain",61987,316,242,307,237,6.196078431,2.501059262,2.885073915,2.385606274,"Noun",253,0.800632911,3.792893404,1,37.5,5,5,1,"high"
"502",1755,1754,"bluff",6796,317,215,257,198,6.215686275,2.50242712,2.563185503,2.334453751,"Noun",212,0.666666667,3.794261262,1,23.25,5,1,1,"high"
"503",2046,2045,"brat",7678,317,228,299,219,6.215686275,2.50242712,2.718168813,2.359835482,"Noun",317,1,3.794261262,1,20,4,8,1,"high"
"504",2059,2058,"breach",7721,317,220,305,214,6.215686275,2.50242712,2.622794468,2.344392274,"Noun",274,0.864353312,3.794261262,1,48.8,6,5,1,"high"
"505",15471,15470,"screech",57203,318,91,96,62,6.235294118,2.503790683,1.084883166,1.963787827,"Noun",288,0.911392405,3.795624825,1,27.17,7,0,1,"high"
"506",16555,16554,"sperm",61318,318,161,300,152,6.235294118,2.503790683,1.919408679,2.209515015,"Noun",320,1,3.795624825,1,26,5,0,1,"high"
"507",16977,16976,"straw",62856,318,246,292,232,6.235294118,2.503790683,2.932761087,2.392696953,"Noun",317,0.996855346,3.795624825,1,25.75,5,3,1,"high"
"508",2321,2320,"bunk",8497,320,235,302,222,6.274509804,2.506505032,2.801621364,2.372912003,"Noun",268,0.8375,3.798339175,1,25.33,4,10,1,"high"
"509",9834,9833,"lease",36706,320,201,315,200,6.274509804,2.506505032,2.396280401,2.305351369,"Noun",288,0.897196262,3.798339175,1,51.25,5,5,1,"high"
"510",16496,16495,"spark",61097,320,224,286,208,6.274509804,2.506505032,2.67048164,2.352182518,"Noun",252,0.794952681,3.798339175,1,34.75,5,4,1,"high"
"511",2085,2084,"breed",7805,323,248,300,244,6.333333333,2.51054501,2.956604673,2.396199347,"Noun",174,0.53869969,3.802379152,1,77.25,5,5,1,"high"
"512",13404,13403,"pond",49098,323,207,269,182,6.333333333,2.51054501,2.467811159,2.318063335,"Noun",319,0.99068323,3.802379152,1,27.33,4,4,1,"high"
"513",3004,3003,"chap",10627,324,228,311,222,6.352941176,2.511883361,2.718168813,2.359835482,"Noun",322,0.990769231,3.803717503,1,13,4,6,1,"high"
"514",12748,12747,"peach",46851,324,212,246,185,6.352941176,2.511883361,2.527420124,2.328379603,"Noun",321,0.99380805,3.803717503,1,52.5,5,7,1,"high"
"515",17260,17259,"surf",64024,324,158,251,133,6.352941176,2.511883361,1.8836433,2.201397124,"Noun",209,0.647058824,3.803717503,1,15,4,3,1,"high"
"516",19139,19138,"wealth",72275,324,241,310,233,6.352941176,2.511883361,2.873152122,2.383815366,"Noun",325,0.993883792,3.803717503,1,36.8,6,1,1,"high"
"517",8096,8095,"hay",29739,325,200,252,184,6.37254902,2.5132176,2.384358608,2.303196057,"Noun",252,0.777777778,3.805051742,1,10.5,3,20,1,"high"
"518",18238,18237,"tribe",67659,325,192,321,191,6.37254902,2.5132176,2.288984263,2.285557309,"Noun",326,1,3.805051742,1,31,5,4,1,"high"
"519",17587,17586,"tech",65262,326,215,192,149,6.392156863,2.514547753,2.563185503,2.334453751,"Noun",325,1,3.806381895,1,12.33,4,1,1,"high"
"520",5364,5363,"drift",19952,327,255,284,236,6.411764706,2.515873844,3.040057225,2.408239965,"Noun",174,0.532110092,3.807707986,1,31.75,5,1,1,"high"
"521",14092,14091,"quest",51710,327,196,264,171,6.411764706,2.515873844,2.336671435,2.294466226,"Noun",321,0.987692308,3.807707986,1,21.25,5,1,1,"high"
"522",16858,16857,"stern",62408,327,154,140,106,6.411764706,2.515873844,1.835956128,2.190331698,"Noun",199,0.608562691,3.807707986,1,33,5,1,1,"high"
"523",14230,14229,"ram",52122,328,197,170,128,6.431372549,2.517195898,2.348593228,2.29666519,"Noun",164,0.581560284,3.80903004,1,8,3,16,1,"high"
"524",16862,16861,"stew",62427,328,212,267,199,6.431372549,2.517195898,2.527420124,2.328379603,"Noun",291,0.887195122,3.80903004,1,10.33,4,5,1,"high"
"525",7746,7745,"growth",28614,329,243,320,238,6.450980392,2.51851394,2.896995708,2.387389826,"Noun",327,1,3.810348082,1,37.8,6,0,1,"high"
"526",1402,1401,"beep",5405,332,209,252,178,6.509803922,2.522444234,2.491654745,2.322219295,"Noun",198,0.603658537,3.814278376,1,27.33,4,11,1,"high"
"527",8322,8321,"hike",30478,333,252,276,228,6.529411765,2.523746467,3.004291845,2.403120521,"Noun",232,0.698795181,3.815580609,1,13.33,4,8,1,"high"
"528",7557,7556,"gown",27995,334,263,324,258,6.549019608,2.525044807,3.135431569,2.421603927,"Noun",334,1,3.816878949,1,14.33,4,4,1,"high"
"529",13034,13033,"pier",48013,334,213,235,166,6.549019608,2.525044807,2.539341917,2.330413773,"Noun",334,0.997014925,3.816878949,1,17,4,5,1,"high"
"530",3427,3426,"coal",12189,335,168,292,157,6.568627451,2.526339277,2.00286123,2.227886705,"Noun",329,0.982089552,3.81817342,1,27.67,4,6,1,"high"
"531",5052,5051,"disk",18767,338,128,332,128,6.62745098,2.530199698,1.525989509,2.11058971,"Noun",338,1,3.82203384,1,16.67,4,7,1,"high"
"532",5261,5260,"dot",19608,338,184,190,152,6.62745098,2.530199698,2.193609919,2.267171728,"Noun",313,0.931547619,3.82203384,1,8,3,14,1,"high"
"533",18604,18603,"urge",70510,339,307,333,304,6.647058824,2.531478917,3.659990463,2.488550717,"Noun",232,0.682352941,3.823313059,1,4.67,4,0,1,"high"
"534",9830,9829,"leap",36682,340,265,315,251,6.666666667,2.532754379,3.159275155,2.424881637,"Noun",194,0.573964497,3.824588521,1,31,4,7,1,"high"
"535",10211,10210,"lodge",37740,341,180,222,132,6.68627451,2.534026106,2.145922747,2.257678575,"Noun",239,0.700879765,3.825860248,1,28,5,2,1,"high"
"536",6330,6329,"feast",23771,342,236,304,209,6.705882353,2.53529412,2.813543157,2.374748346,"Noun",312,0.909620991,3.827128262,1,45.5,5,3,1,"high"
"537",16605,16604,"sponge",61563,342,227,261,188,6.705882353,2.53529412,2.70624702,2.357934847,"Noun",239,0.698830409,3.827128262,1,36.8,6,1,1,"high"
"538",13890,13889,"psych",50966,344,226,189,153,6.745098039,2.537819095,2.694325227,2.356025857,"Noun",216,0.627906977,3.829653237,1,15.75,5,0,1,"high"
"539",17740,17739,"theft",65826,344,291,317,275,6.745098039,2.537819095,3.469241774,2.465382851,"Noun",343,1,3.829653237,1,18,5,0,1,"high"
"540",10263,10262,"loop",37904,345,255,321,240,6.764705882,2.539076099,3.040057225,2.408239965,"Noun",312,0.904347826,3.830910241,1,32.67,4,7,1,"high"
"541",1348,1347,"bean",5219,349,220,242,173,6.843137255,2.544068044,2.622794468,2.344392274,"Noun",332,0.948571429,3.835902186,1,34.67,4,13,1,"high"
"542",11481,11480,"mug",42045,349,260,337,253,6.843137255,2.544068044,3.09966619,2.416640507,"Noun",302,0.865329513,3.835902186,1,6.5,3,13,1,"high"
"543",13250,13249,"plea",48600,349,215,345,211,6.843137255,2.544068044,2.563185503,2.334453751,"Noun",339,0.971346705,3.835902186,1,9.67,4,2,1,"high"
"544",3199,3198,"chow",11349,350,221,191,161,6.862745098,2.545307116,2.634716261,2.346352974,"Noun",160,0.457142857,3.837141259,1,12.67,4,4,1,"high"
"545",16195,16194,"slick",59823,350,263,240,218,6.862745098,2.545307116,3.135431569,2.421603927,"Noun",189,0.541547278,3.837141259,1,36.75,5,6,1,"high"
"546",1822,1821,"bolt",7045,351,226,263,202,6.882352941,2.546542663,2.694325227,2.356025857,"Noun",295,0.845272206,3.838376806,1,29.33,4,11,1,"high"
"547",13261,13260,"pledge",48640,351,231,316,209,6.882352941,2.546542663,2.753934192,2.365487985,"Noun",190,0.538243626,3.838376806,1,28.6,6,1,1,"high"
"548",4076,4075,"crab",14861,352,188,241,150,6.901960784,2.547774705,2.241297091,2.276461804,"Noun",339,0.963068182,3.839608848,1,14.67,4,6,1,"high"
"549",11587,11586,"myth",42442,352,250,341,246,6.901960784,2.547774705,2.980448259,2.399673721,"Noun",352,1,3.839608848,1,4.67,4,2,1,"high"
"550",7252,7251,"geek",26898,353,237,311,223,6.921568627,2.549003262,2.82546495,2.376576957,"Noun",275,0.774647887,3.840837404,1,20.33,4,5,1,"high"
"551",7648,7647,"grease",28290,354,271,296,242,6.941176471,2.550228353,3.230805913,2.434568904,"Noun",280,0.793201133,3.842062495,1,51,6,2,1,"high"
"552",17049,17048,"stud",63098,354,269,321,250,6.941176471,2.550228353,3.206962327,2.431363764,"Noun",245,0.698005698,3.842062495,1,7,4,2,1,"high"
"553",11944,11943,"nun",43944,355,175,331,163,6.960784314,2.551449998,2.086313782,2.245512668,"Noun",354,1,3.84328414,1,6,3,10,1,"high"
"554",15807,15806,"shelf",58420,355,274,345,269,6.960784314,2.551449998,3.266571292,2.439332694,"Noun",353,1,3.84328414,1,27.5,5,2,1,"high"
"555",6325,6324,"fax",23741,357,230,320,214,7,2.553883027,2.742012399,2.36361198,"Noun",195,0.547752809,3.845717169,1,5,3,12,1,"high"
"556",3892,3891,"cord",14253,358,264,340,256,7.019607843,2.555094449,3.147353362,2.423245874,"Noun",345,0.974576271,3.846928591,1,30.33,4,10,1,"high"
"557",9903,9902,"length",36902,358,270,349,263,7.019607843,2.555094449,3.21888412,2.432969291,"Noun",337,0.941340782,3.846928591,1,36.2,6,0,1,"high"
"558",11490,11489,"mule",42077,358,213,323,202,7.019607843,2.555094449,2.539341917,2.330413773,"Noun",357,1,3.846928591,1,22,4,8,1,"high"
"559",16889,16888,"sting",62521,358,265,289,236,7.019607843,2.555094449,3.159275155,2.424881637,"Noun",174,0.484679666,3.846928591,1,48.75,5,6,1,"high"
"560",7114,7113,"gag",26474,360,271,339,255,7.058823529,2.557507202,3.230805913,2.434568904,"Noun",291,0.810584958,3.849341344,1,9.5,3,18,1,"high"
"561",8256,8255,"herd",30238,360,195,326,187,7.058823529,2.557507202,2.324749642,2.292256071,"Noun",338,0.938888889,3.849341344,1,19.33,4,8,1,"high"
"562",14822,14821,"ridge",55066,361,193,191,137,7.078431373,2.558708571,2.300906056,2.28780173,"Noun",348,0.966666667,3.850542713,1,26.5,5,1,1,"high"
"563",16958,16957,"strain",62800,361,291,354,287,7.078431373,2.558708571,3.469241774,2.465382851,"Noun",278,0.772222222,3.850542713,1,50.4,6,2,1,"high"
"564",7093,7092,"fuss",26401,364,324,362,324,7.137254902,2.562292864,3.862660944,2.511883361,"Noun",322,0.884615385,3.854127007,1,18.67,4,4,1,"high"
"565",9231,9230,"jaw",34678,364,283,348,276,7.137254902,2.562292864,3.37386743,2.45331834,"Noun",361,0.994490358,3.854127007,1,7,3,12,1,"high"
"566",3079,3078,"cheek",10854,365,280,352,272,7.156862745,2.563481085,3.338102051,2.44870632,"Noun",363,0.997252747,3.855315228,1,29.5,5,3,1,"high"
"567",6777,6776,"folk",25188,365,267,317,248,7.156862745,2.563481085,3.183118741,2.428134794,"Noun",356,0.975342466,3.855315228,1,22.33,4,3,1,"high"
"568",5244,5243,"dorm",19573,369,187,355,183,7.235294118,2.568201724,2.229375298,2.274157849,"Noun",349,0.945799458,3.860035866,1,23.33,4,5,1,"high"
"569",15377,15376,"scheme",56900,370,296,365,294,7.254901961,2.56937391,3.528850739,2.472756449,"Noun",354,0.956756757,3.861208052,1,15.2,6,1,1,"high"
"570",17847,17846,"tick",66279,370,204,286,184,7.254901961,2.56937391,2.43204578,2.311753861,"Noun",214,0.578378378,3.861208052,1,27.67,4,13,1,"high"
"571",5311,5310,"draft",19781,371,300,351,287,7.274509804,2.57054294,3.576537911,2.478566496,"Noun",303,0.818918919,3.862377082,1,33.75,5,3,1,"high"
"572",6584,6583,"fist",24499,375,293,328,280,7.352941176,2.575187845,3.49308536,2.46834733,"Noun",366,0.976,3.867021987,1,24.33,4,6,1,"high"
"573",17855,17854,"tide",66311,375,279,359,270,7.352941176,2.575187845,3.326180258,2.447158031,"Noun",376,1,3.867021987,1,18,4,12,1,"high"
"574",11280,11279,"monk",41444,376,150,239,124,7.37254902,2.57634135,1.788268956,2.178976947,"Noun",243,0.646276596,3.868175492,1,24.33,4,3,1,"high"
"575",8194,8193,"heel",30007,377,281,305,242,7.392156863,2.5774918,3.350023844,2.450249108,"Noun",310,0.82010582,3.869325942,1,25.67,4,7,1,"high"
"576",218,217,"aisle",1378,379,284,343,263,7.431372549,2.579783597,3.385789223,2.45484486,"Noun",379,1,3.871617739,1,17.5,5,0,1,"high"
"577",3104,3103,"chess",10958,380,189,332,176,7.450980392,2.580924976,2.253218884,2.278753601,"Noun",370,0.976253298,3.872759118,1,28.5,5,4,1,"high"
"578",8975,8974,"ink",33377,382,276,360,267,7.490196078,2.583198774,3.290414878,2.442479769,"Noun",375,0.984251969,3.875032916,1,1.5,3,2,1,"high"
"579",15072,15071,"rum",55874,382,204,280,169,7.490196078,2.583198774,2.43204578,2.311753861,"Noun",369,0.968503937,3.875032916,1,6,3,12,1,"high"
"580",17985,17984,"ton",66747,382,320,334,306,7.490196078,2.583198774,3.814973772,2.506505032,"Noun",380,1,3.875032916,1,8.5,3,18,1,"high"
"581",8634,8633,"hunch",31524,383,292,382,291,7.509803922,2.584331224,3.481163567,2.46686762,"Noun",378,0.992125984,3.876165367,1,33.5,5,4,1,"high"
