numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f
10164	10163	loaf	37623	228	162	224	159	4.4706	2.3598	1.9313	2.2122	Noun	207	0.90789	3.6517	1	20	4	4	1	high	high1	1	10	1	2	11	12	13	14
10362	10361	lust	38290	284	211	255	195	5.5686	2.4548	2.5155	2.3263	Noun	277	0.96181	3.7467	1	24.33	4	12	1	high	high1	1	10	1	2	11	12	13	14
15433	15432	score	57083	1552	977	1459	931	30.4314	3.1912	11.6476	2.9903	Noun	969	0.62556	4.483	1	27.25	5	9	1	high	high1	1	10	1	2	11	12	13	14
14230	14229	ram	52122	328	197	170	128	6.4314	2.5172	2.3486	2.2967	Noun	164	0.58156	3.809	1	8	3	16	1	high	high1	1	10	1	2	11	12	13	14
4520	4519	day	16334	40893	7727	38926	7687	801.8235	4.6117	92.1197	3.8881	Noun	40424	0.99125	5.9035	1	8.5	3	16	1	high	high1	1	10	1	2	11	12	13	14
3039	3038	chart	10735	483	339	464	331	9.4706	2.6848	4.0415	2.5315	Noun	439	0.9089	3.9767	1	42	5	4	1	high	high1	1	10	1	2	11	12	13	14
6672	6671	flesh	24791	1125	792	1062	773	22.0588	3.0515	9.4421	2.8993	Noun	1126	1	4.3434	1	28.25	5	3	1	high	high1	1	10	1	2	11	12	13	14
3186	3185	chop	11305	694	453	551	393	13.6078	2.842	5.4006	2.6571	Noun	568	0.81962	4.1338	1	12.67	4	5	1	high	high1	1	10	1	2	11	12	13	14
4091	4090	craft	14903	289	206	279	198	5.6667	2.4624	2.4559	2.316	Noun	279	0.9654	3.7542	1	37.75	5	3	1	high	high1	1	10	1	2	11	12	13	14
17017	17016	strip	62989	800	596	610	480	15.6863	2.9036	7.1054	2.776	Noun	578	0.7207	4.1955	1	24.75	5	1	1	high	high1	1	10	1	2	11	12	13	14
15453	15452	scout	57133	657	411	362	216	12.8824	2.8182	4.8999	2.6149	Noun	517	0.78811	4.1101	1	19.75	5	6	1	high	high1	1	10	1	2	11	12	13	14
2110	2109	bride	7868	1235	638	1148	612	24.2157	3.092	7.6061	2.8055	Noun	1204	0.98206	4.3839	1	36.75	5	3	1	high	high1	1	10	1	2	11	12	13	14
17894	17893	tin	66443	441	269	270	220	8.6471	2.6454	3.207	2.4314	Noun	410	0.94253	3.9373	1	8	3	17	1	high	high1	1	10	1	2	11	12	13	14
13671	13670	pride	50162	1411	936	1221	881	27.6667	3.1498	11.1588	2.9717	Noun	1301	0.92401	4.4417	1	35	5	5	1	high	high1	1	10	1	2	11	12	13	14
14092	14091	quest	51710	327	196	264	171	6.4118	2.5159	2.3367	2.2945	Noun	321	0.98769	3.8077	1	21.25	5	1	1	high	high1	1	10	1	2	11	12	13	14
15938	15937	shrimp	58860	444	246	384	215	8.7059	2.6484	2.9328	2.3927	Noun	444	1	3.9402	1	38.4	6	0	1	high	high1	1	10	1	2	11	12	13	14
18804	18803	vibe	71211	266	186	252	183	5.2157	2.4265	2.2175	2.2718	Noun	240	0.90566	3.7183	1	6	4	4	1	high	high1	1	10	1	2	11	12	13	14
16661	16660	spy	61762	1023	515	917	493	20.0588	3.0103	6.1397	2.7126	Noun	856	0.83757	4.3021	1	1.5	3	6	1	high	high1	1	10	1	2	11	12	13	14
17320	17319	sweat	64277	1115	863	1056	831	21.8627	3.0477	10.2885	2.9365	Noun	625	0.56155	4.3395	1	25.25	5	3	1	high	high1	1	10	1	2	11	12	13	14
18787	18786	vest	71158	284	203	280	199	5.5686	2.4548	2.4201	2.3096	Noun	284	1	3.7467	1	21.33	4	11	1	high	high1	1	10	1	2	11	12	13	14
7089	7088	fuse	26392	248	182	241	177	4.8627	2.3962	2.1698	2.2625	Noun	228	0.91566	3.688	1	18.67	4	4	1	high	high1	1	10	1	2	11	12	13	14
3411	3410	clue	12132	898	694	879	683	17.6078	2.9538	8.2737	2.842	Noun	880	0.98214	4.2456	1	11.33	4	4	1	high	high1	1	10	1	2	11	12	13	14
5006	5005	dirt	18389	1310	814	1130	782	25.6863	3.1176	9.7043	2.9112	Noun	1310	0.99848	4.4094	1	19.33	4	5	1	high	high1	1	10	1	2	11	12	13	14
17722	17721	text	65747	267	199	251	186	5.2353	2.4281	2.3724	2.301	Noun	267	1	3.72	1	7.67	4	4	1	high	high1	1	10	1	2	11	12	13	14
17985	17984	ton	66747	382	320	334	306	7.4902	2.5832	3.815	2.5065	Noun	380	1	3.875	1	8.5	3	18	1	high	high1	1	10	1	2	11	12	13	14
14822	14821	ridge	55066	361	193	191	137	7.0784	2.5587	2.3009	2.2878	Noun	348	0.96667	3.8505	1	26.5	5	1	1	high	high1	1	10	1	2	11	12	13	14
17049	17048	stud	63098	354	269	321	250	6.9412	2.5502	3.207	2.4314	Noun	245	0.69801	3.8421	1	7	4	2	1	high	high1	1	10	1	2	11	12	13	14
19048	19047	ward	71982	727	401	432	318	14.2549	2.8621	4.7806	2.6042	Noun	438	0.60414	4.154	1	36.33	4	15	1	high	high1	1	10	1	2	11	12	13	14
3308	3307	clay	11826	612	215	197	139	12	2.7875	2.5632	2.3345	Noun	432	0.70588	4.0793	1	15.67	4	7	1	high	high1	1	10	1	2	11	12	13	14
18604	18603	urge	70510	339	307	333	304	6.6471	2.5315	3.66	2.4886	Noun	232	0.68235	3.8233	1	4.67	4	0	1	high	high1	1	10	1	2	11	12	13	14
6245	6244	fame	23461	441	325	349	267	8.6471	2.6454	3.8746	2.5132	Noun	440	0.99773	3.9373	1	19.67	4	13	1	high	high1	1	10	1	2	11	12	13	14
15072	15071	rum	55874	382	204	280	169	7.4902	2.5832	2.432	2.3118	Noun	369	0.9685	3.875	1	6	3	12	1	high	high1	1	10	1	2	11	12	13	14
16981	16980	streak	62865	295	213	253	202	5.7843	2.4713	2.5393	2.3304	Noun	275	0.94502	3.7631	1	45.4	6	1	1	high	high1	1	10	1	2	11	12	13	14
5377	5376	drip	19974	261	168	228	165	5.1176	2.4183	2.0029	2.2279	Noun	177	0.67816	3.7101	1	13.33	4	3	1	high	high1	1	10	1	2	11	12	13	14
6634	6633	flash	24656	783	578	609	502	15.3529	2.8943	6.8908	2.7627	Noun	444	0.56705	4.1862	1	42.5	5	5	1	high	high1	1	10	1	2	11	12	13	14
7114	7113	gag	26474	360	271	339	255	7.0588	2.5575	3.2308	2.4346	Noun	291	0.81058	3.8493	1	9.5	3	18	1	high	high1	1	10	1	2	11	12	13	14
2080	2079	breath	7779	2291	1603	2232	1574	44.9216	3.3602	19.1106	3.2052	Noun	2231	0.97424	4.652	1	48.2	6	2	1	high	high1	1	10	1	2	11	12	13	14
17437	17436	tad	64730	238	148	138	126	4.6667	2.3784	1.7644	2.1732	Noun	238	1	3.6702	1	9	3	20	1	high	high1	1	10	1	2	11	12	13	14
15231	15230	sand	56375	1035	618	891	581	20.2941	3.0154	7.3677	2.7917	Noun	995	0.96135	4.3072	1	30.33	4	11	1	high	high1	1	10	1	2	11	12	13	14
11780	11779	niece	43229	486	275	482	275	9.5294	2.6875	3.2785	2.4409	Noun	485	1	3.9794	1	16.25	5	1	1	high	high1	1	10	1	2	11	12	13	14
7252	7251	geek	26898	353	237	311	223	6.9216	2.549	2.8255	2.3766	Noun	275	0.77465	3.8408	1	20.33	4	5	1	high	high1	1	10	1	2	11	12	13	14
7078	7077	fur	26341	422	285	393	271	8.2745	2.6263	3.3977	2.4564	Noun	416	0.98578	3.9182	1	3	3	7	1	high	high1	1	10	1	2	11	12	13	14
16739	16738	stamp	62045	302	222	275	206	5.9216	2.4814	2.6466	2.3483	Noun	220	0.72848	3.7733	1	35	5	3	1	high	high1	1	10	1	2	11	12	13	14
1558	1557	bin	6111	274	167	208	144	5.3725	2.4393	1.9909	2.2253	Noun	231	0.84615	3.7312	1	8.5	3	18	1	high	high1	1	10	1	2	11	12	13	14
17535	17534	task	65080	649	488	613	467	12.7255	2.8129	5.8178	2.6893	Noun	645	1	4.1047	1	23	4	7	1	high	high1	1	10	1	2	11	12	13	14
6765	6764	fog	25141	482	215	459	210	9.451	2.6839	2.5632	2.3345	Noun	477	0.99168	3.9758	1	6.5	3	14	1	high	high1	1	10	1	2	11	12	13	14
18660	18659	valve	70759	247	138	227	133	4.8431	2.3945	1.6452	2.143	Noun	246	1	3.6863	1	23.25	5	3	1	high	high1	1	10	1	2	11	12	13	14
16195	16194	slick	59823	350	263	240	218	6.8627	2.5453	3.1354	2.4216	Noun	189	0.54155	3.8371	1	36.75	5	6	1	high	high1	1	10	1	2	11	12	13	14
17587	17586	tech	65262	326	215	192	149	6.3922	2.5145	2.5632	2.3345	Noun	325	1	3.8064	1	12.33	4	1	1	high	high1	1	10	1	2	11	12	13	14
10719	10718	math	39470	836	508	709	473	16.3922	2.9227	6.0563	2.7067	Noun	835	1	4.2146	1	23.33	4	10	1	high	high1	1	10	1	2	11	12	13	14
3872	3871	cop	14171	4393	1467	4131	1408	86.1373	3.6429	17.4893	3.1667	Noun	3914	0.89279	4.9347	1	11	3	22	1	high	high1	1	10	1	2	11	12	13	14
16786	16785	state	62169	5500	2669	3976	2195	107.8431	3.7404	31.8193	3.4265	Noun	4740	0.86197	5.0323	1	42	5	8	1	high	high1	1	10	1	2	11	12	13	14
218	217	aisle	1378	379	284	343	263	7.4314	2.5798	3.3858	2.4548	Noun	379	1	3.8716	1	17.5	5	0	1	high	high1	1	10	1	2	11	12	13	14
17442	17441	tag	64743	708	481	544	418	13.8824	2.8506	5.7344	2.683	Noun	372	0.52542	4.1425	1	9.5	3	18	1	high	high1	1	10	1	2	11	12	13	14
9627	9626	lad	36112	736	339	675	316	14.4314	2.8675	4.0415	2.5315	Noun	726	1	4.1593	1	10	3	20	1	high	high1	1	10	1	2	11	12	13	14
11610	11609	nap	42539	645	487	626	481	12.6471	2.8102	5.8059	2.6884	Noun	611	0.94876	4.1021	1	7	3	13	1	high	high1	1	10	1	2	11	12	13	14
16635	16634	spray	61660	492	342	459	320	9.6471	2.6928	4.0773	2.5353	Noun	320	0.65041	3.9847	1	23.25	5	2	1	high	high1	1	10	1	2	11	12	13	14
16496	16495	spark	61097	320	224	286	208	6.2745	2.5065	2.6705	2.3522	Noun	252	0.79495	3.7983	1	34.75	5	4	1	high	high1	1	10	1	2	11	12	13	14
7582	7581	grain	28067	243	179	233	172	4.7647	2.3874	2.134	2.2553	Noun	243	1	3.6792	1	44.25	5	5	1	high	high1	1	10	1	2	11	12	13	14
1166	1165	bank	4701	4334	1590	3822	1482	84.9804	3.637	18.9557	3.2017	Noun	4194	0.97512	4.9288	1	33.67	4	16	1	high	high1	1	10	1	2	11	12	13	14
11353	11352	morgue	41679	440	269	420	258	8.6275	2.6444	3.207	2.4314	Noun	440	1	3.9363	1	38.4	6	0	1	high	high1	1	10	1	2	11	12	13	14
16020	16019	silk	59165	499	345	443	320	9.7843	2.699	4.113	2.5391	Noun	494	0.99197	3.9908	1	22	4	7	1	high	high1	1	10	1	2	11	12	13	14
9195	9194	jade	34553	259	69	98	43	5.0784	2.415	0.8226	1.8451	Noun	259	1	3.7068	1	13.67	4	4	1	high	high1	1	10	1	2	11	12	13	14
16716	16715	stain	61987	316	242	307	237	6.1961	2.5011	2.8851	2.3856	Noun	253	0.80063	3.7929	1	37.5	5	5	1	high	high1	1	10	1	2	11	12	13	14
5052	5051	disk	18767	338	128	332	128	6.6275	2.5302	1.526	2.1106	Noun	338	1	3.822	1	16.67	4	7	1	high	high1	1	10	1	2	11	12	13	14
7620	7619	grasp	28194	233	202	223	199	4.5686	2.3692	2.4082	2.3075	Noun	122	0.52361	3.661	1	42	5	1	1	high	high1	1	10	1	2	11	12	13	14
3160	3159	chip	11148	1051	490	799	413	20.6078	3.022	5.8417	2.6911	Noun	1021	0.97238	4.3138	1	13.33	4	8	1	high	high1	1	10	1	2	11	12	13	14
16547	16546	spell	61286	1869	884	1798	855	36.6471	3.2718	10.5389	2.9469	Noun	1190	0.63704	4.5637	1	29.25	5	5	1	high	high1	1	10	1	2	11	12	13	14
2090	2089	breeze	7810	410	324	374	304	8.0392	2.6138	3.8627	2.5119	Noun	404	0.98537	3.9057	1	36	6	2	1	high	high1	1	10	1	2	11	12	13	14
15746	15745	shaft	58192	393	204	253	178	7.7059	2.5955	2.432	2.3118	Noun	368	0.93639	3.8873	1	28.75	5	2	1	high	high1	1	10	1	2	11	12	13	14
15062	15061	rug	55846	531	354	495	346	10.4118	2.7259	4.2203	2.5502	Noun	531	1	4.0177	1	8	3	16	1	high	high1	1	10	1	2	11	12	13	14
13114	13113	pipe	48267	989	643	853	558	19.3922	2.9956	7.6657	2.8089	Noun	810	0.81901	4.2875	1	16.67	4	7	1	high	high1	1	10	1	2	11	12	13	14
12401	12400	pad	45840	415	327	390	312	8.1373	2.6191	3.8984	2.5159	Noun	368	0.88675	3.9109	1	10	3	19	1	high	high1	1	10	1	2	11	12	13	14
13270	13269	plot	48698	591	410	557	393	11.5882	2.7723	4.8879	2.6138	Noun	475	0.80372	4.0642	1	17.67	4	6	1	high	high1	1	10	1	2	11	12	13	14
14124	14123	quiz	51844	252	155	226	144	4.9412	2.4031	1.8479	2.1931	Noun	231	0.92032	3.695	1	4.33	4	3	1	high	high1	1	10	1	2	11	12	13	14
18084	18083	tow	67064	295	196	273	183	5.7843	2.4713	2.3367	2.2945	Noun	175	0.59322	3.7631	1	10.5	3	19	1	high	high1	1	10	1	2	11	12	13	14
13663	13662	prey	50137	281	211	258	202	5.5098	2.4502	2.5155	2.3263	Noun	247	0.88214	3.7421	1	10.33	4	3	1	high	high1	1	10	1	2	11	12	13	14
18772	18771	verse	71124	238	170	219	155	4.6667	2.3784	2.0267	2.233	Noun	227	0.95781	3.6702	1	31.5	5	3	1	high	high1	1	10	1	2	11	12	13	14
14348	14347	realm	52557	238	155	196	144	4.6667	2.3784	1.8479	2.1931	Noun	238	1	3.6702	1	39.75	5	1	1	high	high1	1	10	1	2	11	12	13	14
14196	14195	raid	52043	436	280	410	262	8.549	2.6405	3.3381	2.4487	Noun	353	0.80778	3.9323	1	25	4	7	1	high	high1	1	10	1	2	11	12	13	14
3079	3078	cheek	10854	365	280	352	272	7.1569	2.5635	3.3381	2.4487	Noun	363	0.99725	3.8553	1	29.5	5	3	1	high	high1	1	10	1	2	11	12	13	14
17687	17686	term	65601	890	693	879	685	17.451	2.9499	8.2618	2.8414	Noun	842	0.94713	4.2417	1	16	4	3	1	high	high1	1	10	1	2	11	12	13	14
18998	18997	waist	71826	262	220	254	216	5.1373	2.42	2.6228	2.3444	Noun	261	1	3.7118	1	35.5	5	2	1	high	high1	1	10	1	2	11	12	13	14
19329	19328	wing	73127	1032	581	714	507	20.2353	3.0141	6.9266	2.7649	Noun	928	0.9001	4.3059	1	33.67	4	11	1	high	high1	1	10	1	2	11	12	13	14
4172	4171	crib	15174	316	212	305	211	6.1961	2.5011	2.5274	2.3284	Noun	296	0.94268	3.7929	1	9.33	4	1	1	high	high1	1	10	1	2	11	12	13	14
10584	10583	map	39053	1623	805	1587	792	31.8235	3.2106	9.597	2.9063	Noun	1561	0.96239	4.5024	1	10.5	3	20	1	high	high1	1	10	1	2	11	12	13	14
6621	6620	flank	24630	236	132	222	127	4.6275	2.3747	1.5737	2.1239	Noun	217	0.91949	3.6666	1	44.75	5	5	1	high	high1	1	10	1	2	11	12	13	14
17847	17846	tick	66279	370	204	286	184	7.2549	2.5694	2.432	2.3118	Noun	214	0.57838	3.8612	1	27.67	4	13	1	high	high1	1	10	1	2	11	12	13	14
6874	6873	form	25516	2180	1535	2088	1485	42.7451	3.3387	18.3	3.1864	Noun	1650	0.75758	4.6305	1	22.67	4	10	1	high	high1	1	10	1	2	11	12	13	14
16862	16861	stew	62427	328	212	267	199	6.4314	2.5172	2.5274	2.3284	Noun	291	0.8872	3.809	1	10.33	4	5	1	high	high1	1	10	1	2	11	12	13	14
11490	11489	mule	42077	358	213	323	202	7.0196	2.5551	2.5393	2.3304	Noun	357	1	3.8469	1	22	4	8	1	high	high1	1	10	1	2	11	12	13	14
4268	4267	crush	15514	857	625	772	581	16.8039	2.9335	7.4511	2.7966	Noun	497	0.57925	4.2253	1	31.5	5	3	1	high	high1	1	10	1	2	11	12	13	14
16112	16111	skill	59511	404	327	399	325	7.9216	2.6075	3.8984	2.5159	Noun	404	1	3.8993	1	22.75	5	4	1	high	high1	1	10	1	2	11	12	13	14
16984	16983	stream	62872	410	294	357	270	8.0392	2.6138	3.505	2.4698	Noun	382	0.93627	3.9057	1	46.4	6	2	1	high	high1	1	10	1	2	11	12	13	14
10043	10042	limb	37301	238	195	237	194	4.6667	2.3784	2.3247	2.2923	Noun	238	1	3.6702	1	15	4	3	1	high	high1	1	10	1	2	11	12	13	14
1217	1216	barn	4883	693	395	609	342	13.5882	2.8414	4.7091	2.5977	Noun	692	0.99856	4.1332	1	36.33	4	12	1	high	high1	1	10	1	2	11	12	13	14
16323	16322	snow	60427	1599	773	1255	675	31.3529	3.2041	9.2155	2.8887	Noun	1172	0.73388	4.496	1	9	4	6	1	high	high1	1	10	1	2	11	12	13	14
9817	9816	leaf	36653	265	217	246	204	5.1961	2.4249	2.587	2.3385	Noun	259	0.97736	3.7167	1	27.67	4	7	1	high	high1	1	10	1	2	11	12	13	14
9834	9833	lease	36706	320	201	315	200	6.2745	2.5065	2.3963	2.3054	Noun	288	0.8972	3.7983	1	51.25	5	5	1	high	high1	1	10	1	2	11	12	13	14
16224	16223	slot	59950	280	204	267	198	5.4902	2.4487	2.432	2.3118	Noun	270	0.97473	3.7405	1	21	4	15	1	high	high1	1	10	1	2	11	12	13	14
8110	8109	head	29777	18947	6294	18207	6235	371.5098	4.2776	75.0358	3.799	Noun	17392	0.91909	5.5694	1	32	4	12	1	high	high1	1	10	1	2	11	12	13	14
16701	16700	staff	61953	1632	987	1457	923	32	3.213	11.7668	2.9948	Noun	1603	0.98163	4.5048	1	30	5	2	1	high	high1	1	10	1	2	11	12	13	14
8641	8640	hunk	31551	263	204	233	199	5.1569	2.4216	2.432	2.3118	Noun	224	0.85824	3.7134	1	22.67	4	11	1	high	high1	1	10	1	2	11	12	13	14
9865	9864	leg	36796	2882	1588	2832	1566	56.5098	3.4598	18.9318	3.2011	Noun	2871	0.99722	4.7517	1	5.5	3	12	1	high	high1	1	10	1	2	11	12	13	14
3892	3891	cord	14253	358	264	340	256	7.0196	2.5551	3.1474	2.4232	Noun	345	0.97458	3.8469	1	30.33	4	10	1	high	high1	1	10	1	2	11	12	13	14
15798	15797	sheet	58402	592	464	579	459	11.6078	2.7731	5.5317	2.6675	Noun	590	1	4.0649	1	38.25	5	5	1	high	high1	1	10	1	2	11	12	13	14
12604	12603	part	46469	13337	5604	12790	5508	261.5098	4.1251	66.8097	3.7486	Noun	12942	0.97111	5.4169	1	36.67	4	17	1	high	high1	1	10	1	2	11	12	13	14
18454	18453	twin	68372	532	339	395	286	10.4314	2.7267	4.0415	2.5315	Noun	461	0.86654	4.0186	1	10.33	4	3	1	high	high1	1	10	1	2	11	12	13	14
14267	14266	rap	52237	665	429	609	408	13.0392	2.8235	5.1144	2.6335	Noun	495	0.74773	4.1153	1	9.5	3	19	1	high	high1	1	10	1	2	11	12	13	14
18301	18300	troop	67874	296	138	194	119	5.8039	2.4728	1.6452	2.143	Noun	296	1	3.7646	1	37.5	5	1	1	high	high1	1	10	1	2	11	12	13	14
14804	14803	rib	55002	301	214	264	198	5.902	2.48	2.5513	2.3324	Noun	298	0.99003	3.7718	1	5.5	3	11	1	high	high1	1	10	1	2	11	12	13	14
15370	15369	scent	56876	304	236	291	228	5.9608	2.4843	2.8135	2.3747	Noun	298	0.98026	3.7761	1	22.5	5	3	1	high	high1	1	10	1	2	11	12	13	14
1357	1356	beast	5257	1252	552	899	503	24.549	3.098	6.5808	2.7427	Noun	1241	1	4.3898	1	49.5	5	5	1	high	high1	1	10	1	2	11	12	13	14
13890	13889	psych	50966	344	226	189	153	6.7451	2.5378	2.6943	2.356	Noun	216	0.62791	3.8297	1	15.75	5	0	1	high	high1	1	10	1	2	11	12	13	14
15352	15351	scar	56806	432	307	385	301	8.4706	2.6365	3.66	2.4886	Noun	343	0.79582	3.9283	1	10	4	5	1	high	high1	1	10	1	2	11	12	13	14
15471	15470	screech	57203	318	91	96	62	6.2353	2.5038	1.0849	1.9638	Noun	288	0.91139	3.7956	1	27.17	7	0	1	high	high1	1	10	1	2	11	12	13	14
5459	5458	duke	20200	1277	311	206	77	25.0392	3.1065	3.7077	2.4942	Noun	1231	0.96473	4.3984	1	15	4	4	1	high	high1	1	10	1	2	11	12	13	14
4902	4901	dice	18014	533	295	507	280	10.451	2.7275	3.5169	2.4713	Noun	533	1	4.0194	1	17.67	4	11	1	high	high1	1	10	1	2	11	12	13	14
15430	15429	scope	57072	286	193	270	182	5.6078	2.4579	2.3009	2.2878	Noun	285	1	3.7497	1	18.5	5	3	1	high	high1	1	10	1	2	11	12	13	14
13173	13172	plague	48436	424	254	383	234	8.3137	2.6284	3.0281	2.4065	Noun	391	0.92	3.9202	1	30.8	6	1	1	high	high1	1	10	1	2	11	12	13	14
8665	8664	hut	31635	674	211	350	146	13.2157	2.8293	2.5155	2.3263	Noun	672	1	4.1211	1	8.5	3	18	1	high	high1	1	10	1	2	11	12	13	14
1977	1976	bow	7483	1034	609	857	552	20.2745	3.0149	7.2604	2.7853	Noun	598	0.58228	4.3068	1	10	3	18	1	high	high1	1	10	1	2	11	12	13	14
7435	7434	glove	27580	515	336	475	324	10.098	2.7126	4.0057	2.5276	Noun	514	1	4.0045	1	30	5	3	1	high	high1	1	10	1	2	11	12	13	14
6674	6673	flick	24817	257	137	150	122	5.0392	2.4116	1.6333	2.1399	Noun	121	0.47082	3.7035	1	37	5	4	1	high	high1	1	10	1	2	11	12	13	14
17948	17947	toe	66628	647	386	627	376	12.6863	2.8116	4.6018	2.5877	Noun	648	0.99846	4.1034	1	8	3	17	1	high	high1	1	10	1	2	11	12	13	14
12377	12376	pace	45786	488	337	344	280	9.5686	2.6893	4.0176	2.5289	Noun	437	0.89549	3.9811	1	23.67	4	14	1	high	high1	1	10	1	2	11	12	13	14
7557	7556	gown	27995	334	263	324	258	6.549	2.525	3.1354	2.4216	Noun	334	1	3.8169	1	14.33	4	4	1	high	high1	1	10	1	2	11	12	13	14
7944	7943	ham	29228	591	335	473	286	11.5882	2.7723	3.9938	2.5263	Noun	565	0.95601	4.0642	1	8	3	17	1	high	high1	1	10	1	2	11	12	13	14
12988	12987	phrase	47858	464	360	460	357	9.098	2.6675	4.2918	2.5575	Noun	429	0.92657	3.9593	1	33	6	0	1	high	high1	1	10	1	2	11	12	13	14
9667	9666	lance	36251	554	130	100	37	10.8627	2.7443	1.5498	2.1173	Noun	472	0.85353	4.0361	1	39.25	5	1	1	high	high1	1	10	1	2	11	12	13	14
18238	18237	tribe	67659	325	192	321	191	6.3725	2.5132	2.289	2.2856	Noun	326	1	3.8051	1	31	5	4	1	high	high1	1	10	1	2	11	12	13	14
4148	4147	creep	15105	573	432	531	410	11.2353	2.7589	5.1502	2.6365	Noun	369	0.64623	4.0507	1	35.75	5	3	1	high	high1	1	10	1	2	11	12	13	14
1755	1754	bluff	6796	317	215	257	198	6.2157	2.5024	2.5632	2.3345	Noun	212	0.66667	3.7943	1	23.25	5	1	1	high	high1	1	10	1	2	11	12	13	14
7877	7876	gym	28954	927	530	860	520	18.1765	2.9675	6.3186	2.7251	Noun	927	1	4.2594	1	1	3	2	1	high	high1	1	10	1	2	11	12	13	14
19139	19138	wealth	72275	324	241	310	233	6.3529	2.5119	2.8732	2.3838	Noun	325	0.99388	3.8037	1	36.8	6	1	1	high	high1	1	10	1	2	11	12	13	14
16858	16857	stern	62408	327	154	140	106	6.4118	2.5159	1.836	2.1903	Noun	199	0.60856	3.8077	1	33	5	1	1	high	high1	1	10	1	2	11	12	13	14
17572	17571	team	65216	7528	2623	6765	2473	147.6078	3.8767	31.2709	3.419	Noun	7263	0.9675	5.1686	1	31.67	4	9	1	high	high1	1	10	1	2	11	12	13	14
12745	12744	peace	46836	3550	1867	2937	1624	69.6078	3.5504	22.258	3.2714	Noun	3537	0.99802	4.8422	1	44.75	5	3	1	high	high1	1	10	1	2	11	12	13	14
14898	14897	road	55319	5709	2766	5043	2567	111.9412	3.7566	32.9757	3.442	Noun	5690	0.9979	5.0485	1	22	4	8	1	high	high1	1	10	1	2	11	12	13	14
3089	3088	chef	10901	606	322	467	282	11.8824	2.7832	3.8388	2.5092	Noun	603	0.99669	4.075	1	9.33	4	1	1	high	high1	1	10	1	2	11	12	13	14
16696	16695	stack	61943	311	269	279	249	6.098	2.4942	3.207	2.4314	Noun	221	0.71061	3.786	1	44	5	10	1	high	high1	1	10	1	2	11	12	13	14
10211	10210	lodge	37740	341	180	222	132	6.6863	2.534	2.1459	2.2577	Noun	239	0.70088	3.8259	1	28	5	2	1	high	high1	1	10	1	2	11	12	13	14
19286	19285	wig	72962	426	246	412	241	8.3529	2.6304	2.9328	2.3927	Noun	413	0.96948	3.9223	1	5.5	3	11	1	high	high1	1	10	1	2	11	12	13	14
16118	16117	skin	59533	2246	1532	2148	1495	44.0392	3.3516	18.2642	3.1855	Noun	2114	0.94123	4.6434	1	11	4	7	1	high	high1	1	10	1	2	11	12	13	14
3357	3356	clip	11978	290	222	257	201	5.6863	2.4639	2.6466	2.3483	Noun	183	0.63103	3.7557	1	11.33	4	5	1	high	high1	1	10	1	2	11	12	13	14
7691	7690	grip	28452	494	399	477	391	9.6863	2.6946	4.7568	2.6021	Noun	435	0.88057	3.9864	1	14.33	4	6	1	high	high1	1	10	1	2	11	12	13	14
7152	7151	game	26592	11926	3774	11451	3698	233.8431	4.0765	44.9928	3.5769	Noun	11721	0.9843	5.3684	1	20.67	4	13	1	high	high1	1	10	1	2	11	12	13	14
14191	14190	rage	52019	577	407	503	386	11.3137	2.7619	4.8522	2.6107	Noun	538	0.94221	4.0538	1	19	4	13	1	high	high1	1	10	1	2	11	12	13	14
6501	6500	filth	24276	231	158	206	148	4.5294	2.3655	1.8836	2.2014	Noun	230	0.99138	3.6573	1	31.25	5	2	1	high	high1	1	10	1	2	11	12	13	14
1188	1187	bar	4770	4385	2220	3980	2091	85.9804	3.6421	26.4664	3.3465	Noun	4199	0.95889	4.9339	1	9	3	16	1	high	high1	1	10	1	2	11	12	13	14
12032	12031	odds	44297	970	708	906	667	19.0196	2.9872	8.4406	2.8506	Noun	971	1	4.2791	1	8.67	4	1	1	high	high1	1	10	1	2	11	12	13	14
9551	9550	knee	35798	749	533	723	519	14.6863	2.8751	6.3543	2.7275	Noun	744	0.99332	4.1669	1	5.33	4	1	1	high	high1	1	10	1	2	11	12	13	14
3004	3003	chap	10627	324	228	311	222	6.3529	2.5119	2.7182	2.3598	Noun	322	0.99077	3.8037	1	13	4	6	1	high	high1	1	10	1	2	11	12	13	14
14258	14257	rank	52210	433	325	416	314	8.4902	2.6375	3.8746	2.5132	Noun	376	0.86836	3.9293	1	32.33	4	13	1	high	high1	1	10	1	2	11	12	13	14
7526	7525	goose	27887	665	376	424	314	13.0392	2.8235	4.4826	2.5763	Noun	636	0.95928	4.1153	1	37.5	5	4	1	high	high1	1	10	1	2	11	12	13	14
