"numid.f" "X.f" "Word.s" "Unnamed.f" "FREQcount.f" "Cdcount.f" "FREQlow.f" "Cdlow.f" "SUBLTLWF.f" "Lg10WF.f" "SUBTLCD.f" "Lg10CD.f" "Dom_PoS_SUBTLEX.s" "Freq_dom_PoS_SUBTLEX.f" "Percentage_dom_PoS.f" "Zipfvalue.f" "cmu_sylls.f" "BF_TP.f" "LEN_L.f" "N.f" "Zipfvalue_incl.f" "Zipfvalue_cat.s"
"1095" 11255 11254 "momentum" 41366 87 78 81 75 1.705882353 1.944482672 0.929899857 1.897627091 "Noun" 87 1 3.236316814 3 49.43 8 0 1 "low"
"1098" 11315 11314 "month" 41544 4854 2895 4782 2866 95.17647059 3.686189234 34.51359084 3.461798558 "Noun" 4848 1 4.978023376 1 33.5 5 1 1 "high"
"1100" 11322 11321 "mood" 41564 1736 1288 1718 1281 34.03921569 3.239799818 15.35526943 3.110252917 "Noun" 1734 0.999423631 4.531633961 1 28.67 4 8 1 "high"
"1101" 11324 11323 "moon" 41574 2548 1167 2123 1028 49.96078431 3.406369835 13.91273247 3.067442843 "Noun" 2487 0.975676736 4.698203978 1 28.33 4 10 1 "high"
"1108" 11433 11432 "mount" 41875 597 400 198 164 11.70588235 2.776701184 4.768717215 2.603144373 "Noun" 373 0.62479062 4.068535326 1 43.5 5 4 1 "high"
"1109" 11447 11446 "mouth" 41920 5325 3022 5133 2979 104.4117647 3.726401162 36.02765856 3.480438147 "Noun" 5292 0.9952981 5.018235304 1 38 5 3 1 "high"
"1111" 11481 11480 "mug" 42045 349 260 337 253 6.843137255 2.544068044 3.09966619 2.416640507 "Noun" 302 0.865329513 3.835902186 1 6.5 3 13 1 "high"
"1116" 11561 11560 "mutation" 42339 88 52 85 50 1.725490196 1.949390007 0.619933238 1.72427587 "Noun" 86 0.988505747 3.241224149 3 93.71 8 0 1 "low"
"1121" 11600 11599 "name" 42511 32735 7031 31694 6977 641.8627451 4.515025612 83.82212685 3.847078862 "Noun" 31220 0.955002906 5.806859754 1 16 4 9 1 "high"
"1125" 11663 11662 "nebula" 42768 75 24 20 8 1.470588235 1.880813592 0.286123033 1.397940009 "Noun" 40 0.533333333 3.172647734 3 12.2 6 0 1 "low"
"1126" 11666 11665 "neck" 42783 3035 1961 2956 1931 59.50980392 3.482301767 23.37863615 3.292699003 "Noun" 2997 0.991071429 4.774135909 1 21.33 4 5 1 "high"
"1127" 11688 11687 "negligence" 42872 91 69 88 67 1.784313725 1.963787827 0.82260372 1.84509804 "Noun" 91 1 3.255621969 3 43.44 10 0 1 "low"
"1132" 11744 11743 "news" 43128 8399 3976 7681 3838 164.6862745 3.924279286 47.40104912 3.599555591 "Noun" 8382 0.999642218 5.216113428 1 11.67 4 6 1 "high"
"1133" 11780 11779 "niece" 43229 486 275 482 275 9.529411765 2.687528961 3.278493085 2.440909082 "Noun" 485 1 3.979363103 1 16.25 5 1 1 "high"
"1134" 11786 11785 "night" 43253 44168 7381 42911 7343 866.0392157 4.645117567 87.99475441 3.868174041 "Noun" 44121 1 5.936951709 1 12.5 5 8 1 "high"
"1135" 11838 11837 "noise" 43438 1779 1252 1741 1237 34.88235294 3.250420002 14.92608488 3.097951071 "Noun" 1773 0.998310811 4.542254144 1 28 5 3 1 "high"
"1138" 11875 11874 "north" 43694 3258 1616 1583 979 63.88235294 3.51308436 19.26561755 3.20871002 "Noun" 2942 0.903285232 4.804918503 1 34 5 2 1 "high"
"1139" 11881 11880 "nose" 43718 3557 2125 3407 2081 69.74509804 3.551205944 25.33381021 3.32756326 "Noun" 3539 0.995219348 4.843040086 1 18.33 4 10 1 "high"
"1141" 11896 11895 "note" 43764 2731 1622 2545 1540 53.54901961 3.436480695 19.33714831 3.21031852 "Noun" 2421 0.879404286 4.728314837 1 19 4 9 1 "high"
"1142" 11916 11915 "novelty" 43829 85 72 80 67 1.666666667 1.934498451 0.858369099 1.86332286 "Noun" 85 1 3.226332593 3 27 7 0 1 "low"
"1144" 11949 11948 "nursery" 43959 207 139 202 136 4.058823529 2.318063335 1.657129232 2.146128036 "Noun" 207 1 3.609897477 3 95.83 7 0 1 "low"
"1154" 12007 12006 "occasion" 44208 844 692 839 690 16.54901961 2.926856709 8.249880782 2.840733235 "Noun" 838 0.996432818 4.218690851 3 49.29 8 0 1 "high"
"1158" 12061 12060 "oil" 44415 2095 1059 1816 997 41.07843137 3.321391278 12.62517883 3.025305865 "Noun" 2069 0.989478718 4.61322542 1 2 3 3 1 "high"
"1160" 12084 12083 "omega" 44504 76 43 20 13 1.490196078 1.886490725 0.512637101 1.643452676 "Noun" 76 1 3.178324867 3 4 5 0 1 "low"
"1181" 12358 12357 "ownership" 45725 116 95 114 93 2.274509804 2.068185862 1.132570339 1.982271233 "Noun" 116 1 3.360020004 3 35 9 0 1 "low"
"1183" 12377 12376 "pace" 45786 488 337 344 280 9.568627451 2.689308859 4.017644254 2.5289167 "Noun" 437 0.895491803 3.981143001 1 23.67 4 14 1 "high"
"1186" 12414 12413 "page" 45879 1912 1146 1512 1024 37.49019608 3.28171497 13.66237482 3.059563418 "Noun" 1677 0.87663356 4.573549112 1 20.67 4 11 1 "high"
"1187" 12426 12425 "pain" 45899 4995 2568 4767 2516 97.94117647 3.69862243 30.61516452 3.409764104 "Noun" 4938 0.991964644 4.990456572 1 29.33 4 10 1 "high"
"1189" 12442 12441 "pal" 45945 2937 1602 2821 1569 57.58823529 3.468051791 19.09871245 3.204933522 "Noun" 2930 0.998977156 4.759885934 1 5.5 3 9 1 "high"
"1199" 12574 12573 "park" 46391 3678 1875 2307 1343 72.11764706 3.565729788 22.35336195 3.273232834 "Noun" 2846 0.775688198 4.85756393 1 36.33 4 13 1 "high"
"1201" 12604 12603 "part" 46469 13337 5604 12790 5508 261.5098039 4.125090713 66.80972818 3.748575617 "Noun" 12942 0.971111278 5.416924855 1 36.67 4 17 1 "high"
"1204" 12643 12642 "past" 46588 6312 3633 6153 3582 123.7647059 3.800235789 43.31187411 3.560384923 "Noun" 2191 0.347391787 5.092069931 1 35 4 14 1 "high"
"1207" 12669 12668 "path" 46653 1252 870 1198 848 24.54901961 3.097951071 10.37195994 2.940018155 "Noun" 1252 1 4.389785213 1 23.67 4 8 1 "high"
"1210" 12711 12710 "pause" 46758 275 205 240 186 5.392156863 2.440909082 2.443967573 2.31386722 "Noun" 172 0.625454545 3.732743224 1 36.25 5 2 1 "high"
"1214" 12745 12744 "peace" 46836 3550 1867 2937 1624 69.60784314 3.550350672 22.2579876 3.271376872 "Noun" 3537 0.998024831 4.842184814 1 44.75 5 3 1 "high"
"1230" 12894 12893 "persona" 47474 76 58 73 55 1.490196078 1.886490725 0.691463996 1.770852012 "Noun" 76 1 3.178324867 3 49.5 7 1 1 "low"
"1238" 12952 12951 "phase" 47685 629 409 502 367 12.33333333 2.799340549 4.876013352 2.612783857 "Noun" 613 0.977671451 4.091174692 1 33.5 5 1 1 "high"
"1239" 12971 12970 "phone" 47779 13756 4502 13087 4436 269.7254902 4.138523737 53.67191226 3.653501947 "Noun" 13225 0.962588252 5.430357879 1 25.5 5 3 1 "high"
"1243" 13003 13002 "pianist" 47911 86 61 77 55 1.68627451 1.939519253 0.727229375 1.792391689 "Noun" 86 1 3.231353395 3 66.83 7 0 1 "low"
"1244" 13029 13028 "pie" 48003 1466 790 1273 751 28.74509804 3.166430114 9.4182165 2.898176483 "Noun" 1465 1 4.458264256 1 6 3 11 1 "high"
"1245" 13030 13029 "piece" 48004 6349 3510 6090 3426 124.4901961 3.802773725 41.84549356 3.545430829 "Noun" 6323 0.996689786 5.094607867 1 21.5 5 1 1 "high"
"1248" 13058 13057 "pile" 48089 672 529 642 508 13.17647059 2.828015064 6.306628517 2.72427587 "Noun" 561 0.836065574 4.119849206 1 29.67 4 12 1 "high"
"1249" 13066 13065 "pill" 48110 603 387 581 378 11.82352941 2.781036939 4.613733906 2.588831726 "Noun" 600 0.998336106 4.072871081 1 34.67 4 14 1 "high"
"1252" 13088 13087 "pine" 48180 316 211 210 160 6.196078431 2.501059262 2.515498331 2.326335861 "Noun" 269 0.856687898 3.792893404 1 34.33 4 18 1 "high"
"1256" 13114 13113 "pipe" 48267 989 643 853 558 19.39215686 2.995635195 7.665712923 2.808885867 "Noun" 810 0.8190091 4.287469337 1 16.67 4 7 1 "high"
"1258" 13140 13139 "pitch" 48346 792 474 744 454 15.52941176 2.899273187 5.6509299 2.67669361 "Noun" 528 0.666666667 4.191107329 1 34.5 5 7 1 "high"
"1259" 13164 13163 "place" 48415 30736 7279 30163 7246 602.6666667 4.487661477 86.77873152 3.862131379 "Noun" 28698 0.933814916 5.779495619 1 38.75 5 4 1 "high"
"1262" 13181 13180 "plan" 48461 7432 3528 7109 3476 145.7254902 3.871164133 42.06008584 3.547651658 "Noun" 5671 0.763051668 5.162998275 1 17.67 4 3 1 "high"
"1268" 13261 13260 "pledge" 48640 351 231 316 209 6.882352941 2.546542663 2.753934192 2.365487985 "Noun" 190 0.538243626 3.838376806 1 28.6 6 1 1 "high"
"1276" 13305 13304 "pocketbook" 48817 76 56 72 53 1.490196078 1.886490725 0.66762041 1.755874856 "Noun" 74 1 3.178324867 3 12.44 10 0 1 "low"
"1277" 13311 13310 "pod" 48830 408 128 285 117 8 2.611723308 1.525989509 2.11058971 "Noun" 405 0.995085995 3.90355745 1 7 3 13 1 "high"
"1279" 13326 13325 "point" 48866 12063 5202 11289 5072 236.5294118 4.081491329 62.01716738 3.716253826 "Noun" 10826 0.898423237 5.373325471 1 40.75 5 3 1 "high"
"1281" 13340 13339 "pole" 48914 642 394 434 311 12.58823529 2.808210973 4.697186457 2.596597096 "Noun" 636 1 4.100045115 1 32.67 4 15 1 "high"
"1289" 13421 13420 "pool" 49145 2396 1200 2311 1180 46.98039216 3.379668034 14.30615165 3.079543007 "Noun" 2381 0.994985374 4.671502176 1 30.33 4 9 1 "high"
"1290" 13427 13426 "pope" 49171 546 246 142 76 10.70588235 2.737987326 2.932761087 2.392696953 "Noun" 443 0.811355311 4.029821468 1 21.33 4 13 1 "high"
"1292" 13440 13439 "porch" 49219 491 336 480 334 9.62745098 2.691965103 4.005722461 2.527629901 "Noun" 491 1 3.983799245 1 41.25 5 4 1 "high"
"1293" 13446 13445 "pork" 49231 537 316 438 282 10.52941176 2.730782276 3.7672866 2.501059262 "Noun" 531 0.992523364 4.022616418 1 28 4 8 1 "high"
"1300" 13533 13532 "pound" 49530 708 493 671 475 13.88235294 2.850646235 5.877443968 2.693726949 "Noun" 553 0.782178218 4.142480377 1 37 5 7 1 "high"
"1306" 13588 13587 "precision" 49714 150 117 142 115 2.941176471 2.178976947 1.394849785 2.071882007 "Noun" 150 1 3.470811089 3 92.5 9 0 1 "low"
"1309" 13607 13606 "prejudice" 49850 163 132 144 122 3.196078431 2.214843848 1.573676681 2.123851641 "Noun" 146 0.895705521 3.50667799 3 50.75 9 0 1 "low"
"1312" 13641 13640 "press" 50017 3070 1683 2707 1520 60.19607843 3.487279816 20.06437768 3.226342087 "Noun" 2004 0.652981427 4.779113959 1 28.75 5 4 1 "high"
"1314" 13663 13662 "prey" 50137 281 211 258 202 5.509803922 2.450249108 2.515498331 2.326335861 "Noun" 247 0.882142857 3.74208325 1 10.33 4 3 1 "high"
"1315" 13665 13664 "price" 50146 2722 1644 2375 1561 53.37254902 3.435047641 19.59942775 3.216165902 "Noun" 2436 0.895588235 4.726881783 1 38.75 5 5 1 "high"
"1316" 13671 13670 "pride" 50162 1411 936 1221 881 27.66666667 3.149834697 11.15879828 2.971739591 "Noun" 1301 0.924005682 4.441668839 1 35 5 5 1 "high"
"1317" 13672 13671 "priest" 50169 1336 522 1194 477 26.19607843 3.126131407 6.223175966 2.718501689 "Noun" 1328 0.996996997 4.417965549 1 55.2 6 1 1 "high"
"1318" 13688 13687 "prince" 50216 2299 689 979 396 45.07843137 3.361727836 8.214115403 2.838849091 "Noun" 2269 0.988240418 4.653561978 1 54 6 1 1 "high"
"1321" 13696 13695 "print" 50234 1018 635 922 590 19.96078431 3.008174184 7.570338579 2.803457116 "Noun" 550 0.540806293 4.300008326 1 53.25 5 2 1 "high"
"1332" 13775 13774 "projection" 50524 107 78 98 73 2.098039216 2.033423755 0.929899857 1.897627091 "Noun" 106 1 3.325257898 3 138.44 10 1 1 "low"
"1333" 13781 13780 "prom" 50548 906 321 857 309 17.76470588 2.957607287 3.826895565 2.507855872 "Noun" 910 1 4.249441429 1 12 4 8 1 "high"
"1335" 13798 13797 "proof" 50618 1754 1111 1659 1077 34.39215686 3.244277121 13.24511206 3.046104787 "Noun" 1723 0.98288648 4.536111263 1 32.75 5 0 1 "high"
"1344" 13851 13850 "protocol" 50818 382 265 360 258 7.490196078 2.583198774 3.159275155 2.424881637 "Noun" 382 1 3.875032916 3 49 8 0 1 "high"
"1346" 13861 13860 "provider" 50866 74 67 67 64 1.450980392 1.875061263 0.798760134 1.832508913 "Noun" 74 1 3.166895406 3 82.86 8 2 1 "low"
"1349" 13902 13901 "publicist" 51073 97 65 97 65 1.901960784 1.991226076 0.774916547 1.819543936 "Noun" 96 1 3.283060218 3 46.63 9 0 1 "low"
"1350" 13906 13905 "publisher" 51084 230 147 217 140 4.509803922 2.36361198 1.752503577 2.170261715 "Noun" 230 1 3.655446122 3 47.13 9 2 1 "high"
"1355" 13934 13933 "pulse" 51188 1200 530 823 474 23.52941176 3.079543007 6.31855031 2.725094521 "Noun" 1197 1 4.37137715 1 27.25 5 1 1 "high"
"1358" 13944 13943 "punch" 51223 1514 943 1318 857 29.68627451 3.180412633 11.24225083 2.974971994 "Noun" 752 0.496369637 4.472246775 1 34.5 5 5 1 "high"
"1360" 13953 13952 "punk" 51268 1121 643 1006 597 21.98039216 3.049992857 7.665712923 2.808885867 "Noun" 1116 0.998211091 4.341826999 1 23.33 4 10 1 "high"
"1370" 14085 14084 "queen" 51675 2789 1188 1681 825 54.68627451 3.445604203 14.16309013 3.075181855 "Noun" 2735 0.982046679 4.737438345 1 27 5 1 1 "high"
"1374" 14142 14141 "race" 51896 3157 1154 3014 1121 61.90196078 3.499412126 13.75774917 3.062581984 "Noun" 2696 0.864102564 4.791246268 1 22 4 14 1 "high"
"1380" 14196 14195 "raid" 52043 436 280 410 262 8.549019608 2.640481437 3.338102051 2.44870632 "Noun" 353 0.80778032 3.932315579 1 25 4 7 1 "high"
"1382" 14209 14208 "rain" 52067 2494 1446 2243 1335 48.90196078 3.39707055 17.23891273 3.160468531 "Noun" 2135 0.857429719 4.688904692 1 27.67 4 10 1 "high"
"1388" 14267 14266 "rap" 52237 665 429 609 408 13.03921569 2.823474229 5.114449213 2.633468456 "Noun" 495 0.747734139 4.115308371 1 9.5 3 19 1 "high"
"1397" 14348 14347 "realm" 52557 238 155 196 144 4.666666667 2.378397901 1.847877921 2.193124598 "Noun" 238 1 3.670232043 1 39.75 5 1 1 "high"
"1420" 14536 14535 "relative" 53669 397 324 384 318 7.784313725 2.599883072 3.862660944 2.511883361 "Noun" 260 0.656565657 3.891717214 3 106.43 8 0 1 "high"
"1423" 14558 14557 "remainder" 53774 77 71 76 70 1.509803922 1.892094603 0.846447306 1.857332496 "Noun" 77 1 3.183928745 3 77.63 9 0 1 "low"
"1426" 14574 14573 "removal" 53873 105 94 98 88 2.058823529 2.025305865 1.120648546 1.977723605 "Noun" 105 1 3.317140007 3 58.83 7 0 1 "low"
"1428" 14592 14591 "rent" 53945 1762 1062 1690 1029 34.54901961 3.246252312 12.66094421 3.026533265 "Noun" 990 0.562819784 4.538086454 1 22 4 12 1 "high"
"1431" 14661 14660 "resentment" 54321 76 69 73 67 1.490196078 1.886490725 0.82260372 1.84509804 "Noun" 76 1 3.178324867 3 71.33 10 0 1 "low"
"1437" 14700 14699 "rest" 54471 10861 5142 10547 5082 212.9607843 4.035909798 61.3018598 3.711216524 "Noun" 9099 0.838154016 5.327743941 1 22 4 11 1 "high"
"1444" 14804 14803 "rib" 55002 301 214 264 198 5.901960784 2.480006943 2.55126371 2.33243846 "Noun" 298 0.990033223 3.771841085 1 5.5 3 11 1 "high"
"1445" 14819 14818 "ride" 55060 6904 3116 6576 3054 135.372549 3.839163683 37.14830711 3.493736802 "Noun" 3910 0.566830965 5.130997825 1 17.67 4 14 1 "high"
"1448" 14838 14837 "rig" 55106 440 268 384 251 8.62745098 2.644438589 3.195040534 2.42975228 "Noun" 257 0.585421412 3.936272732 1 6.5 3 13 1 "high"
"1463" 14961 14960 "roof" 55527 1818 1148 1766 1120 35.64705882 3.259832699 13.68621841 3.060320029 "Noun" 1815 0.998899285 4.551666841 1 28.33 4 7 1 "high"
"1464" 14973 14972 "room" 55546 22415 6251 21385 6167 439.5098039 4.350558118 74.52312828 3.796018969 "Noun" 22338 0.998034135 5.64239226 1 29.33 4 9 1 "high"
"1465" 14981 14980 "root" 55568 534 382 473 357 10.47058824 2.728353782 4.55412494 2.583198774 "Noun" 469 0.878277154 4.020187924 1 33.33 4 14 1 "high"
"1466" 14990 14989 "rose" 55599 2704 831 689 462 53.01960784 3.432167269 9.907010014 2.920123326 "Noun" 1295 0.47962963 4.724001412 1 22.67 4 14 1 "high"
"1469" 15022 15021 "route" 55725 1089 751 901 651 21.35294118 3.037426498 8.953266571 2.876217841 "Noun" 873 0.803127875 4.32926064 1 36 5 2 1 "high"
"1470" 15030 15029 "row" 55743 1343 882 1176 827 26.33333333 3.128399269 10.51502146 2.945960704 "Noun" 1094 0.815809098 4.420233411 1 8 3 15 1 "high"
"1473" 15066 15065 "rule" 55864 2455 1533 2194 1453 48.1372549 3.390228362 18.27610873 3.18582536 "Noun" 1777 0.723534202 4.682062505 1 23.33 4 5 1 "high"
"1477" 15101 15100 "rush" 55956 1602 1231 1503 1177 31.41176471 3.204933522 14.67572723 3.090610708 "Noun" 852 0.532167395 4.496767664 1 22.67 4 10 1 "high"
"1485" 15171 15170 "sake" 56195 3272 2130 3235 2122 64.15686275 3.514946005 25.39341917 3.32858345 "Noun" 3263 1 4.806780147 1 18.33 4 15 1 "high"
"1488" 15183 15182 "sale" 56217 1295 915 1270 907 25.39215686 3.112605002 10.90844063 2.961895474 "Noun" 1288 0.996904025 4.404439144 1 29.67 4 17 1 "high"
"1490" 15200 15199 "salt" 56265 995 612 753 515 19.50980392 2.998259338 7.296137339 2.787460475 "Noun" 883 0.889224572 4.290093481 1 26.33 4 4 1 "high"
"1493" 15228 15227 "sanctity" 56368 84 75 84 75 1.647058824 1.929418926 0.894134478 1.880813592 "Noun" 84 1 3.221253068 3 98.71 8 0 1 "low"
"1499" 15285 15284 "sauce" 56589 795 492 776 486 15.58823529 2.900913068 5.865522175 2.692846919 "Noun" 794 1 4.19274721 1 25 5 1 1 "high"
"1505" 15355 15354 "scarf" 56823 239 165 235 163 4.68627451 2.380211242 1.967095851 2.220108088 "Noun" 239 1 3.672045384 1 27 5 3 1 "high"
"1506" 15366 15365 "scene" 56870 3807 1771 3710 1754 74.64705882 3.58069694 21.11349547 3.248463718 "Noun" 3808 1 4.872531082 1 20.25 5 2 1 "high"
"1508" 15370 15369 "scent" 56876 304 236 291 228 5.960784314 2.484299839 2.813543157 2.374748346 "Noun" 298 0.980263158 3.776133981 1 22.5 5 3 1 "high"
"1509" 15377 15376 "scheme" 56900 370 296 365 294 7.254901961 2.56937391 3.528850739 2.472756449 "Noun" 354 0.956756757 3.861208052 1 15.2 6 1 1 "high"
"1511" 15395 15394 "school" 56969 16989 4531 15967 4447 333.1176471 4.230193379 54.01764425 3.656289901 "Noun" 16973 0.998529239 5.522027521 1 15 6 0 1 "high"
"1514" 15430 15429 "scope" 57072 286 193 270 182 5.607843137 2.457881897 2.300906056 2.28780173 "Noun" 285 1 3.749716039 1 18.5 5 3 1 "high"
"1515" 15433 15432 "score" 57083 1552 977 1459 931 30.43137255 3.191171456 11.6475918 2.990338855 "Noun" 969 0.625564881 4.483005598 1 27.25 5 9 1 "high"
"1520" 15471 15470 "screech" 57203 318 91 96 62 6.235294118 2.503790683 1.084883166 1.963787827 "Noun" 288 0.911392405 3.795624825 1 27.17 7 0 1 "high"
"1521" 15473 15472 "screen" 57209 1193 766 1152 749 23.39215686 3.077004327 9.132093467 2.884795364 "Noun" 1125 0.947767481 4.368838469 1 43.6 6 1 1 "high"
"1522" 15487 15486 "script" 57257 1000 404 916 338 19.60784314 3.000434077 4.816404387 2.607455023 "Noun" 996 0.996 4.29226822 1 29.6 6 0 1 "high"
"1524" 15511 15510 "sea" 57396 3052 1353 2548 1188 59.84313725 3.484726804 16.13018598 3.131618664 "Noun" 3058 0.999019928 4.776560946 1 5.5 3 10 1 "high"
"1525" 15534 15533 "search" 57448 2467 1549 2172 1412 48.37254902 3.392345155 18.46685742 3.190331698 "Noun" 1387 0.562449311 4.684179298 1 59.4 6 1 1 "high"
"1531" 15608 15607 "self" 57706 722 534 682 510 14.15686275 2.859138297 6.366237482 2.728353782 "Noun" 711 0.99301676 4.150972439 1 18.33 4 2 1 "high"
"1536" 15650 15649 "sense" 57843 6722 3839 6671 3825 131.8039216 3.827563111 45.76776347 3.584331224 "Noun" 6247 0.930443849 5.119397253 1 33.25 5 2 1 "high"
"1542" 15746 15745 "shaft" 58192 393 204 253 178 7.705882353 2.595496222 2.43204578 2.311753861 "Noun" 368 0.936386768 3.887330364 1 28.75 5 2 1 "high"
"1544" 15758 15757 "shame" 58247 2120 1519 1793 1365 41.56862745 3.326540669 18.10920362 3.181843588 "Noun" 1959 0.927556818 4.618374811 1 33.5 5 6 1 "high"
"1545" 15771 15770 "shape" 58285 1542 1189 1509 1172 30.23529412 3.188365926 14.17501192 3.075546961 "Noun" 1424 0.924675325 4.480200068 1 32 5 6 1 "high"
"1551" 15825 15824 "shift" 58481 1164 793 1097 758 22.82352941 3.066325925 9.453981879 2.899820502 "Noun" 814 0.699312715 4.358160068 1 30.5 5 3 1 "high"
"1553" 15863 15862 "shock" 58624 1468 1085 1402 1053 28.78431373 3.167021796 12.93514545 3.035829825 "Noun" 1296 0.882833787 4.458855938 1 37.5 5 4 1 "high"
"1554" 15867 15866 "shoe" 58637 1550 893 1450 862 30.39215686 3.190611798 10.64616118 2.951337519 "Noun" 1499 0.970226537 4.48244594 1 10 4 6 1 "high"
"1555" 15880 15879 "shop" 58684 2731 1613 2564 1545 53.54901961 3.436480695 19.22985217 3.20790353 "Noun" 2492 0.913489736 4.728314837 1 13 4 9 1 "high"
"1559" 15943 15942 "shrink" 58869 577 380 550 368 11.31372549 2.761927838 4.530281354 2.580924976 "Noun" 438 0.757785467 4.053761981 1 84.4 6 4 1 "high"
"1560" 15972 15971 "side" 59005 10247 4725 9820 4646 200.9215686 4.010639117 56.3304721 3.674493717 "Noun" 10173 0.993748168 5.302473259 1 17.67 4 11 1 "high"
"1563" 15990 15989 "sight" 59085 2311 1677 2259 1665 45.31372549 3.36398783 19.99284692 3.224791956 "Noun" 2265 0.980519481 4.655821972 1 18.75 5 9 1 "high"
"1567" 16030 16029 "silverware" 59196 109 86 105 84 2.137254902 2.041392685 1.025274201 1.939519253 "Noun" 107 0.981651376 3.333226827 3 28.33 10 0 1 "low"
"1575" 16112 16111 "skill" 59511 404 327 399 325 7.921568627 2.607455023 3.898426323 2.515873844 "Noun" 404 1 3.899289165 1 22.75 5 4 1 "high"
"1576" 16118 16117 "skin" 59533 2246 1532 2148 1495 44.03921569 3.351603072 18.26418693 3.185542155 "Noun" 2114 0.941228851 4.643437215 1 11 4 7 1 "high"
"1580" 16151 16150 "slack" 59639 302 257 287 251 5.921568627 2.481442629 3.063900811 2.411619706 "Noun" 250 0.82781457 3.773276771 1 45.5 5 7 1 "high"
"1584" 16192 16191 "slice" 59818 435 357 396 333 8.529411765 2.639486489 4.256080114 2.553883027 "Noun" 273 0.627586207 3.931320631 1 33.75 5 4 1 "high"
"1585" 16195 16194 "slick" 59823 350 263 240 218 6.862745098 2.545307116 3.135431569 2.421603927 "Noun" 189 0.541547278 3.837141259 1 36.75 5 6 1 "high"
"1593" 16231 16230 "slug" 59984 253 189 228 177 4.960784314 2.404833717 2.253218884 2.278753601 "Noun" 182 0.719367589 3.696667859 1 15 4 8 1 "high"
"1595" 16262 16261 "smile" 60112 2958 1775 2408 1538 58 3.471144965 21.16118264 3.249442961 "Noun" 1613 0.544932432 4.762979107 1 26.75 5 2 1 "high"
"1599" 16323 16322 "snow" 60427 1599 773 1255 675 31.35294118 3.204119983 9.215546018 2.888740961 "Noun" 1172 0.733876018 4.495954125 1 9 4 6 1 "high"
"1605" 16407 16406 "son" 60775 20949 5145 18329 4838 410.7647059 4.321184027 61.33762518 3.711469782 "Noun" 20864 0.999520935 5.613018169 1 7.5 3 15 1 "high"
"1610" 16455 16454 "source" 60953 1437 812 1131 777 28.17647059 3.157758886 9.680495947 2.910090546 "Noun" 1435 0.998608212 4.449593028 1 35.4 6 0 1 "high"
"1611" 16459 16458 "south" 60973 3288 1693 1411 961 64.47058824 3.517063873 20.18359561 3.228913406 "Noun" 2810 0.856707317 4.808898016 1 33.5 5 2 1 "high"
"1625" 16538 16537 "speech" 61259 1940 1090 1823 1050 38.03921569 3.288025535 12.99475441 3.037824751 "Noun" 1936 1 4.579859678 1 36.8 6 0 1 "high"
"1634" 16619 16618 "sport" 61611 1015 665 939 643 19.90196078 3.006893708 7.92799237 2.823474229 "Noun" 1015 0.996074583 4.29872785 1 29.25 5 5 1 "high"
"1635" 16624 16623 "spot" 61631 3140 2029 2972 1987 61.56862745 3.497067936 24.18931807 3.307496038 "Noun" 2685 0.85645933 4.788902079 1 11.33 4 7 1 "high"
"1639" 16640 16639 "spring" 61680 1597 1027 1345 910 31.31372549 3.203576775 12.24368145 3.011993115 "Noun" 1374 0.861442006 4.495410917 1 116.2 6 5 1 "high"
"1641" 16661 16660 "spy" 61762 1023 515 917 493 20.05882353 3.010299957 6.139723414 2.712649702 "Noun" 856 0.837573386 4.302134099 1 1.5 3 6 1 "high"
"1652" 16726 16725 "stake" 62001 847 666 819 652 16.60784314 2.928395852 7.939914163 2.824125834 "Noun" 634 0.749408983 4.220229994 1 34 5 9 1 "high"
"1655" 16784 16783 "starvation" 62158 75 69 67 62 1.470588235 1.880813592 0.82260372 1.84509804 "Noun" 75 1 3.172647734 3 132.22 10 0 1 "low"
"1657" 16786 16785 "state" 62169 5500 2669 3976 2195 107.8431373 3.740441645 31.81926562 3.426511261 "Noun" 4740 0.861974905 5.032275787 1 42 5 8 1 "high"
"1660" 16827 16826 "steel" 62281 941 545 790 496 18.45098039 2.974050903 6.497377206 2.737192643 "Noun" 880 0.936170213 4.265885045 1 41.25 5 4 1 "high"
"1661" 16835 16834 "stem" 62322 114 95 112 93 2.235294118 2.06069784 1.132570339 1.982271233 "Noun" 83 0.728070175 3.352531982 1 7.67 4 4 1 "low"
"1663" 16842 16841 "stepfather" 62355 151 89 139 86 2.960784314 2.181843588 1.06103958 1.954242509 "Noun" 151 1 3.47367773 3 46.67 10 0 1 "low"
"1670" 16903 16902 "stock" 62576 1300 775 1228 742 25.49019608 3.114277297 9.239389604 2.889861721 "Noun" 1267 0.977623457 4.406111439 1 38.5 5 6 1 "high"
"1673" 16934 16933 "store" 62698 4178 2145 4040 2095 81.92156863 3.621072371 25.57224607 3.331629718 "Noun" 3998 0.958523136 4.912906513 1 40.5 5 13 1 "high"
"1679" 16977 16976 "straw" 62856 318 246 292 232 6.235294118 2.503790683 2.932761087 2.392696953 "Noun" 317 0.996855346 3.795624825 1 25.75 5 3 1 "high"
"1681" 16984 16983 "stream" 62872 410 294 357 270 8.039215686 2.613841822 3.505007153 2.469822016 "Noun" 382 0.93627451 3.905675964 1 46.4 6 2 1 "high"
