numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f
14545	14544	relevance	53708	82	68	63	51	1.6078	1.9191	0.81068	1.8388	Noun	82	1	3.2109	3	71.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_14545_relevance_low3	3450	11450
6613	6612	flame	24610	461	323	413	301	9.0392	2.6646	3.8507	2.5105	Noun	440	0.95652	3.9565	1	36.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_6613_flame_high1	3400	11400
16453	16452	soup	60945	1285	763	1189	722	25.1961	3.1092	9.0963	2.8831	Noun	1283	1	4.4011	1	16.33	4	4	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_16453_soup_high1	3500	11500
14525	14524	reign	53534	159	134	143	128	3.1176	2.2041	1.5975	2.1303	Noun	116	0.725	3.496	1	16.25	5	2	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_14525_reign_low1	3500	11500
8408	8407	holiday	30757	1086	617	897	534	21.2941	3.0362	7.3557	2.791	Noun	1045	0.96225	4.3281	3	35	7	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_8408_holiday_high3	3250	11250
6934	6933	frame	25763	719	527	691	513	14.098	2.8573	6.2828	2.7226	Noun	496	0.68985	4.1492	1	35.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_6934_frame_high1	3400	11400
2794	2793	casserole	9914	85	64	83	63	1.6667	1.9345	0.76299	1.8129	Noun	85	1	3.2263	3	62.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_2794_casserole_low3	3200	11200
945	944	autopsy	4004	489	291	463	280	9.5882	2.6902	3.4692	2.4654	Noun	489	1	3.982	3	15.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_945_autopsy_high3	3350	11350
4218	4217	crop	15332	248	178	232	173	4.8627	2.3962	2.1221	2.2529	Noun	233	0.94332	3.688	1	13	4	5	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_4218_crop_high1	3200	11200
9043	9042	insurance	33681	1955	1025	1852	994	38.3333	3.2914	12.2198	3.0111	Noun	1953	0.99898	4.5832	3	69.13	9	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_9043_insurance_high3	3400	11400
13279	13278	ploy	48718	78	68	76	66	1.5294	1.8976	0.81068	1.8388	Noun	78	1	3.1895	1	12	4	4	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_13279_ploy_low1	3350	11350
8020	8019	harassment	29439	300	188	287	180	5.8824	2.4786	2.2413	2.2765	Noun	300	1	3.7704	3	48.44	10	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_8020_harassment_high3	3250	11250
7189	7188	gardening	26688	123	93	108	86	2.4118	2.0934	1.1087	1.9731	Noun	123	1	3.3853	3	223.75	9	1	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_7189_gardening_low3	3400	11400
18165	18164	transition	67360	159	136	155	135	3.1176	2.2041	1.6214	2.1367	Noun	160	1	3.496	3	126.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_18165_transition_low3	3300	11300
14938	14937	rodeo	55424	283	109	208	81	5.549	2.4533	1.2995	2.0414	Noun	235	0.83039	3.7452	3	25	5	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_14938_rodeo_high3	3250	11250
5672	5671	element	20992	338	266	323	264	6.6275	2.5302	3.1712	2.4265	Noun	340	1	3.822	3	44.33	7	1	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_5672_element_high3	3250	11250
2272	2271	bulk	8356	97	91	89	83	1.902	1.9912	1.0849	1.9638	Noun	81	0.83505	3.2831	1	18.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_2272_bulk_low1	3300	11300
12241	12240	ounce	45040	206	145	162	142	4.0392	2.316	1.7287	2.1644	Noun	206	1	3.6078	1	22.5	5	0	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_12241_ounce_low1	3450	11450
11998	11997	observer	44158	188	81	152	73	3.6863	2.2765	0.96567	1.9138	Noun	187	1	3.5683	3	69.14	8	2	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_11998_observer_low3	3500	11500
11628	11627	narrator	42594	529	164	113	70	10.3725	2.7243	1.9552	2.2175	Noun	520	0.99426	4.0161	3	61.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_11628_narrator_high3	3350	11350
7712	7711	groom	28506	399	250	381	244	7.8235	2.6021	2.9804	2.3997	Noun	327	0.82161	3.8939	1	38.5	5	2	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_7712_groom_high1	3350	11350
12718	12717	paw	46781	159	112	150	107	3.1176	2.2041	1.3352	2.0531	Noun	118	0.74214	3.496	1	8.5	3	16	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_12718_paw_low1	3250	11250
5440	5439	duct	20156	160	110	143	106	3.1373	2.2068	1.3114	2.0453	Noun	121	0.76582	3.4987	1	13	4	3	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_5440_duct_low1	3350	11350
15636	15635	senator	57796	1691	305	594	165	33.1569	3.2284	3.6361	2.4857	Noun	1679	0.99703	4.5202	3	50.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_15636_senator_high3	3450	11450
19139	19138	wealth	72275	324	241	310	233	6.3529	2.5119	2.8732	2.3838	Noun	325	0.99388	3.8037	1	36.8	6	1	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_19139_wealth_high1	3300	11300
10060	10059	limp	37337	187	152	183	149	3.6667	2.2742	1.8121	2.1847	Noun	109	0.57979	3.566	1	18	4	6	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_10060_limp_low1	3350	11350
8249	8248	herb	30219	254	134	78	61	4.9804	2.4065	1.5975	2.1303	Noun	247	0.98016	3.6984	1	16	4	6	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_8249_herb_high1	3350	11350
8820	8819	impression	32487	946	787	946	787	18.549	2.9763	9.3825	2.8965	Noun	947	1	4.2682	3	98.78	10	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_8820_impression_high3	3250	11250
15754	15753	sham	58237	77	60	67	58	1.5098	1.8921	0.71531	1.7853	Noun	67	0.87013	3.1839	1	14.67	4	6	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_15754_sham_low1	3350	11350
6663	6662	flea	24755	169	110	133	102	3.3137	2.2304	1.3114	2.0453	Noun	139	0.82738	3.5223	1	12.67	4	5	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_6663_flea_low1	3500	11500
17483	17482	tan	64909	439	280	318	255	8.6078	2.6435	3.3381	2.4487	Noun	251	0.57306	3.9353	1	8	3	17	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_17483_tan_high1	3500	11500
6325	6324	fax	23741	357	230	320	214	7	2.5539	2.742	2.3636	Noun	195	0.54775	3.8457	1	5	3	12	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_6325_fax_high1	3400	11400
14579	14578	rendezvous	53899	312	223	291	209	6.1176	2.4955	2.6586	2.3502	Noun	240	0.76923	3.7874	3	56.11	10	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_14579_rendezvous_high3	3250	11250
10168	10167	loan	37629	1013	580	937	555	19.8627	3.006	6.9146	2.7642	Noun	868	0.85856	4.2979	1	25.33	4	8	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_10168_loan_high1	3350	11350
17772	17771	thief	65964	1238	704	1143	670	24.2745	3.0931	8.3929	2.8482	Noun	1236	1	4.3849	1	26	5	1	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_17772_thief_high1	3400	11400
1344	1343	beam	5212	445	232	398	204	8.7255	2.6493	2.7659	2.3674	Noun	308	0.69213	3.9412	1	34	4	8	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_1344_beam_high1	3400	11400
1700	1699	bloke	6633	238	135	227	128	4.6667	2.3784	1.6094	2.1335	Noun	239	1	3.6702	1	32.5	5	1	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_1700_bloke_high1	3200	11200
12552	12551	parasite	46307	126	83	115	78	2.4706	2.1038	0.98951	1.9243	Noun	125	1	3.3956	3	90	8	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_12552_parasite_low3	3350	11350
9957	9956	liaison	37071	139	106	130	100	2.7255	2.1461	1.2637	2.0294	Noun	139	1	3.438	3	32.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_9957_liaison_low3	3500	11500
3837	3836	convention	14018	629	331	509	265	12.3333	2.7993	3.9461	2.5211	Noun	626	0.99523	4.0912	3	159	10	2	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_3837_convention_high3	3450	11450
15224	15223	samurai	56351	160	70	103	51	3.1373	2.2068	0.83453	1.8513	Noun	159	1	3.4987	3	24.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_15224_samurai_low3	3200	11200
13908	13907	publishing	51087	194	134	161	115	3.8039	2.29	1.5975	2.1303	Noun	134	0.69072	3.5819	3	130	10	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_13908_publishing_low3	3300	11300
16656	16655	spur	61741	73	57	66	53	1.4314	1.8692	0.67954	1.7634	Noun	62	0.84932	3.1611	1	8.33	4	4	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_16656_spur_low1	3300	11300
19335	19334	wink	73144	180	119	136	110	3.5294	2.2577	1.4187	2.0792	Noun	103	0.56906	3.5495	1	32	4	11	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_19335_wink_low1	3500	11500
15130	15129	sack	56053	659	504	586	488	12.9216	2.8195	6.0086	2.7033	Noun	551	0.83739	4.1114	1	30	4	14	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_15130_sack_high1	3250	11250
7653	7652	greed	28316	245	192	212	173	4.8039	2.3909	2.289	2.2856	Noun	244	0.99592	3.6828	1	79.5	5	5	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_7653_greed_high1	3300	11300
13250	13249	plea	48600	349	215	345	211	6.8431	2.5441	2.5632	2.3345	Noun	339	0.97135	3.8359	1	9.67	4	2	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_13250_plea_high1	3400	11400
7242	7241	gaze	26869	129	103	110	90	2.5294	2.1139	1.2279	2.017	Noun	126	0.97674	3.4058	1	12.67	4	10	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_7242_gaze_low1	3200	11200
15619	15618	semester	57738	354	250	352	249	6.9412	2.5502	2.9804	2.3997	Noun	352	0.99435	3.8421	3	100.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_15619_semester_high3	3400	11400
6501	6500	filth	24276	231	158	206	148	4.5294	2.3655	1.8836	2.2014	Noun	230	0.99138	3.6573	1	31.25	5	2	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_6501_filth_high1	3400	11400
