numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f
10579	10578	manual	39026	408	299	366	274	8	2.6117	3.5646	2.4771	Noun	293	0.7199	3.9036	3	54.4	6	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_10579_manual_high3	3350	11350
17722	17721	text	65747	267	199	251	186	5.2353	2.4281	2.3724	2.301	Noun	267	1	3.72	1	7.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_17722_text_high1	3200	11200
5117	5116	diversion	19156	158	133	151	130	3.098	2.2014	1.5856	2.1271	Noun	158	1	3.4932	3	105.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_5117_diversion_low3	3500	11500
13350	13349	policy	48933	1378	847	1351	836	27.0196	3.1396	10.0978	2.9284	Noun	1380	1	4.4314	3	40.2	6	2	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_13350_policy_high3	3450	11450
17948	17947	toe	66628	647	386	627	376	12.6863	2.8116	4.6018	2.5877	Noun	648	0.99846	4.1034	1	8	3	17	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_17948_toe_high1	3250	11250
8989	8988	innocence	33412	336	247	326	242	6.5882	2.5276	2.9447	2.3945	Noun	336	1	3.8195	3	62	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_8989_innocence_high3	3450	11450
16411	16410	song	60785	4778	1946	4447	1867	93.6863	3.6793	23.1998	3.2894	Noun	4735	0.9935	4.9712	1	27.33	4	8	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_16411_song_high1	3250	11250
15182	15181	salary	56214	548	406	535	400	10.7451	2.7396	4.8402	2.6096	Noun	548	1	4.0314	3	50.8	6	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_15182_salary_high3	3350	11350
15341	15340	scan	56771	480	306	423	277	9.4118	2.6821	3.6481	2.4871	Noun	282	0.5875	3.974	1	8.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_15341_scan_high1	3350	11350
12137	12136	opponent	44665	240	182	239	182	4.7059	2.382	2.1698	2.2625	Noun	239	1	3.6739	3	55.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_12137_opponent_high3	3350	11350
11537	11536	musician	42280	308	208	294	202	6.0392	2.49	2.4797	2.3201	Noun	308	1	3.7818	3	38.71	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_11537_musician_high3	3400	11400
13189	13188	plank	48479	104	63	84	58	2.0392	2.0212	0.75107	1.8062	Noun	95	0.91346	3.313	1	40.75	5	8	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_13189_plank_low1	3400	11400
2105	2104	brick	7853	519	255	365	232	10.1765	2.716	3.0401	2.4082	Noun	494	0.95183	4.0078	1	43.5	5	5	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_2105_brick_high1	3450	11450
43	42	accounting	410	230	179	186	151	4.5098	2.3636	2.134	2.2553	Noun	180	0.78261	3.6554	3	175.33	10	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_43_accounting_high3	3450	11450
10058	10057	limousine	37335	144	100	138	94	2.8235	2.1614	1.1922	2.0043	Noun	144	1	3.4532	3	126.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_10058_limousine_low3	3300	11300
17603	17602	teenager	65314	351	288	341	280	6.8824	2.5465	3.4335	2.4609	Noun	353	1	3.8384	3	55.71	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_17603_teenager_high3	3300	11300
7246	7245	gear	26883	816	559	779	553	16	2.9122	6.6643	2.7482	Noun	795	0.97546	4.2041	1	30	4	10	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_7246_gear_high1	3250	11250
11708	11707	nerd	42966	168	99	144	92	3.2941	2.2279	1.1803	2	Noun	166	0.99401	3.5197	1	15.67	4	2	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_11708_nerd_low1	3350	11350
10473	10472	majesty	38661	1863	310	236	87	36.5294	3.2704	3.6958	2.4928	Noun	1861	1	4.5623	3	33.5	7	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_10473_majesty_high3	3500	11500
8975	8974	ink	33377	382	276	360	267	7.4902	2.5832	3.2904	2.4425	Noun	375	0.98425	3.875	1	1.5	3	2	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_8975_ink_high1	3300	11300
6879	6878	formation	25531	203	144	192	138	3.9804	2.3096	1.7167	2.1614	Noun	204	1	3.6015	3	124.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_6879_formation_low3	3350	11350
13817	13816	proportion	50676	139	127	138	127	2.7255	2.1461	1.5141	2.1072	Noun	133	0.96377	3.438	3	134.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_13817_proportion_low3	3200	11200
17756	17755	therapy	65879	944	576	878	552	18.5098	2.9754	6.867	2.7612	Noun	941	1	4.2673	3	32.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_17756_therapy_high3	3450	11450
18324	18323	truce	67941	220	150	176	130	4.3137	2.3444	1.7883	2.179	Noun	221	1	3.6362	1	29.25	5	3	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_18324_truce_low1	3200	11200
8652	8651	hurricane	31591	447	178	370	151	8.7647	2.6513	2.1221	2.2529	Noun	445	1	3.9431	3	48.38	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_8652_hurricane_high3	3500	11500
16489	16488	span	61060	101	86	95	81	1.9804	2.0086	1.0253	1.9395	Noun	74	0.74	3.3004	1	11.67	4	6	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_16489_span_low1	3500	11500
16104	16103	ski	59493	413	222	348	198	8.098	2.617	2.6466	2.3483	Noun	266	0.6472	3.9088	1	1.5	3	1	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_16104_ski_high1	3250	11250
14491	14490	refugee	53365	98	73	93	71	1.9216	1.9956	0.87029	1.8692	Noun	98	1	3.2875	3	57	7	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_14491_refugee_low3	3450	11450
5032	5031	discretion	18601	187	161	173	153	3.6667	2.2742	1.9194	2.2095	Noun	188	1	3.566	3	131.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_5032_discretion_low3	3450	11450
10211	10210	lodge	37740	341	180	222	132	6.6863	2.534	2.1459	2.2577	Noun	239	0.70088	3.8259	1	28	5	2	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_10211_lodge_high1	3350	11350
8933	8932	influence	33194	754	599	747	598	14.7843	2.8779	7.1412	2.7782	Noun	587	0.77955	4.1698	3	62.88	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_8933_influence_high3	3350	11350
8461	8460	honeymoon	30935	826	485	772	468	16.1961	2.9175	5.7821	2.6866	Noun	806	0.97934	4.2093	3	48.88	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_8461_honeymoon_high3	3450	11450
7746	7745	growth	28614	329	243	320	238	6.451	2.5185	2.897	2.3874	Noun	327	1	3.8103	1	37.8	6	0	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_7746_growth_high1	3250	11250
11568	11567	mutt	42364	202	126	174	116	3.9608	2.3075	1.5021	2.1038	Noun	202	1	3.5993	1	10.67	4	4	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_11568_mutt_low1	3500	11500
8475	8474	hoof	30994	88	60	80	56	1.7255	1.9494	0.71531	1.7853	Noun	62	0.70455	3.2412	1	27.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_8475_hoof_low1	3300	11300
8494	8493	hoot	31034	133	120	125	114	2.6078	2.1271	1.4306	2.0828	Noun	117	0.88636	3.4189	1	32.67	4	13	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_8494_hoot_low1	3300	11300
2817	2816	catalog	9978	149	116	143	111	2.9216	2.1761	1.3829	2.0682	Noun	149	1	3.4679	3	43.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_2817_catalog_low3	3350	11350
5126	5125	division	19197	946	539	536	354	18.549	2.9763	6.4258	2.7324	Noun	944	0.99894	4.2682	3	72.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_5126_division_high3	3500	11500
744	743	arthritis	3255	99	79	87	72	1.9412	2	0.94182	1.9031	Noun	99	1	3.2918	3	28.25	9	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_744_arthritis_low3	3500	11500
6584	6583	fist	24499	375	293	328	280	7.3529	2.5752	3.4931	2.4683	Noun	366	0.976	3.867	1	24.33	4	6	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_6584_fist_high1	3350	11350
2354	2353	burrito	8623	84	50	75	49	1.6471	1.9294	0.59609	1.7076	Noun	80	0.94118	3.2213	3	65.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_2354_burrito_low3	3450	11450
4306	4305	cuff	15644	291	237	197	164	5.7059	2.4654	2.8255	2.3766	Noun	290	1	3.7572	1	10.67	4	6	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_4306_cuff_high1	3350	11350
2643	2642	capital	9421	648	491	574	443	12.7059	2.8122	5.8536	2.692	Noun	637	0.98151	4.1041	3	51	7	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_2643_capital_high3	3350	11350
12118	12117	opening	44619	1960	1360	1839	1297	38.4314	3.2925	16.2136	3.1339	Noun	1017	0.51914	4.5843	3	268.83	7	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_12118_opening_high3	3200	11200
13526	13525	pottery	49509	94	61	74	47	1.8431	1.9777	0.72723	1.7924	Noun	94	1	3.2696	3	111	7	2	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_13526_pottery_low3	3200	11200
15808	15807	shell	58422	674	403	520	370	13.2157	2.8293	4.8045	2.6064	Noun	593	0.76418	4.1211	1	34	5	5	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_15808_shell_high1	3300	11300
12003	12002	obstacle	44176	132	107	131	107	2.5882	2.1239	1.2756	2.0334	Noun	132	1	3.4157	3	44.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_12003_obstacle_low3	3450	11450
9906	9905	lens	36918	238	177	229	172	4.6667	2.3784	2.1102	2.2504	Noun	238	1	3.6702	1	27	4	13	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_9906_lens_high1	3400	11400
9237	9236	jazz	34700	608	305	406	252	11.9216	2.7846	3.6361	2.4857	Noun	593	0.97694	4.0765	1	6.67	4	0	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_9237_jazz_high1	3350	11350
13790	13789	promotion	50579	557	391	535	382	10.9216	2.7466	4.6614	2.5933	Noun	557	1	4.0385	3	112.25	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_13790_promotion_high3	3350	11350
595	594	appendix	2738	133	88	125	86	2.6078	2.1271	1.0491	1.9494	Noun	133	1	3.4189	3	34.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_595_appendix_low3	3250	11250
16696	16695	stack	61943	311	269	279	249	6.098	2.4942	3.207	2.4314	Noun	221	0.71061	3.786	1	44	5	10	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_16696_stack_high1	3500	11500
7522	7521	goon	27877	116	64	67	55	2.2745	2.0682	0.76299	1.8129	Noun	99	0.86087	3.36	1	26	4	7	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_7522_goon_low1	3350	11350
5135	5134	doc	19255	4122	1078	866	421	80.8235	3.6152	12.8517	3.033	Noun	4114	0.99951	4.907	1	3.5	3	5	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_5135_doc_high1	3500	11500
112	111	advisor	941	225	145	198	132	4.4118	2.3541	1.7287	2.1644	Noun	224	0.99556	3.6459	3	21.5	7	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_112_advisor_low3	3200	11200
12082	12081	olympics	44496	217	131	6	6	4.2549	2.3385	1.5618	2.1206	Noun	218	1	3.6303	3	21.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_12082_olympics_low3	3400	11400
13719	13718	prize	50294	1142	735	977	634	22.3922	3.058	8.7625	2.8669	Noun	1116	0.97809	4.3499	1	29.25	5	3	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_13719_prize_high1	3400	11400
7257	7256	gel	26916	83	67	80	65	1.6275	1.9243	0.79876	1.8325	Noun	77	0.92771	3.2161	1	3.5	3	6	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_7257_gel_low1	3200	11200
7301	7300	gentleman	27027	2135	1254	2030	1212	41.8627	3.3296	14.9499	3.0986	Noun	2126	1	4.6214	3	28.38	9	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_7301_gentleman_high3	3400	11400
3597	3596	comedy	12735	602	322	541	303	11.8039	2.7803	3.8388	2.5092	Noun	598	0.99667	4.0722	3	38.8	6	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_3597_comedy_high3	3350	11350
19095	19094	wasp	72107	73	43	41	23	1.4314	1.8692	0.51264	1.6435	Noun	73	1	3.1611	1	24.33	4	6	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_19095_wasp_low1	3200	11200
14124	14123	quiz	51844	252	155	226	144	4.9412	2.4031	1.8479	2.1931	Noun	231	0.92032	3.695	1	4.33	4	3	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_14124_quiz_high1	3200	11200
8686	8685	hymn	31726	83	62	63	49	1.6275	1.9243	0.73915	1.7993	Noun	82	1	3.2161	1	1.33	4	0	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_8686_hymn_low1	3350	11350
11567	11566	mutiny	42361	126	74	116	70	2.4706	2.1038	0.88221	1.8751	Noun	126	1	3.3956	3	75	6	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_11567_mutiny_low3	3200	11200
14822	14821	ridge	55066	361	193	191	137	7.0784	2.5587	2.3009	2.2878	Noun	348	0.96667	3.8505	1	26.5	5	1	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_14822_ridge_high1	3400	11400
9855	9854	leech	36769	89	50	56	40	1.7451	1.9542	0.59609	1.7076	Noun	57	0.64045	3.2461	1	35.75	5	2	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_9855_leech_low1	3300	11300
12401	12400	pad	45840	415	327	390	312	8.1373	2.6191	3.8984	2.5159	Noun	368	0.88675	3.9109	1	10	3	19	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_12401_pad_high1	3350	11350
17005	17004	stride	62957	107	68	75	67	2.098	2.0334	0.81068	1.8388	Noun	76	0.7037	3.3253	1	53	6	5	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_17005_stride_low1	3400	11400
97	96	adoption	833	239	140	227	135	4.6863	2.3802	1.6691	2.1492	Noun	239	1	3.672	3	78.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_97_adoption_high3	3350	11350
18033	18032	tornado	66909	130	76	106	66	2.549	2.1173	0.90606	1.8865	Noun	120	0.92308	3.4091	3	37.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_18033_tornado_low3	3500	11500
3676	3675	component	13070	81	65	78	63	1.5882	1.9138	0.77492	1.8195	Noun	81	1	3.2056	3	98	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_3676_component_low3	3300	11300
11015	11014	militia	40569	115	47	101	44	2.2549	2.0645	0.56032	1.6812	Noun	115	1	3.3563	3	35.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_11015_militia_low3	3400	11400
3814	3813	continent	13872	187	135	168	121	3.6667	2.2742	1.6094	2.1335	Noun	185	1	3.566	3	115.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_3814_continent_low3	3500	11500
5680	5679	elf	21016	193	76	158	67	3.7843	2.2878	0.90606	1.8865	Noun	190	0.98446	3.5796	1	2	3	3	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_5680_elf_low1	3450	11450
17532	17531	tart	65061	122	93	96	79	2.3922	2.0899	1.1087	1.9731	Noun	107	0.86992	3.3817	1	33	4	12	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_17532_tart_low1	3400	11400
17834	17833	thumb	66200	603	404	559	388	11.8235	2.781	4.8164	2.6075	Noun	591	0.9801	4.0729	1	14.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_17834_thumb_high1	3300	11300
12157	12156	oracle	44730	114	37	31	21	2.2353	2.0607	0.44111	1.5798	Noun	114	1	3.3525	3	66.2	6	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_12157_oracle_low3	3400	11400
3473	3472	cod	12323	114	70	34	25	2.2353	2.0607	0.83453	1.8513	Noun	66	0.57895	3.3525	1	11	3	22	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_3473_cod_low1	3250	11250
10582	10581	manuscript	39041	137	80	131	76	2.6863	2.1399	0.95374	1.9085	Noun	137	1	3.4317	3	33.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_10582_manuscript_low3	3500	11500
14623	14622	reporter	54101	1040	513	853	456	20.3922	3.0175	6.1159	2.711	Noun	1035	0.99711	4.3093	3	115.29	8	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_14623_reporter_high3	3350	11350
16201	16200	slime	59848	141	106	126	101	2.7647	2.1523	1.2637	2.0294	Noun	127	0.90071	3.4441	1	27.25	5	3	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_16201_slime_low1	3200	11200
